Fecha,Ruta,Efectivo,Tarifa Incompleta,Overpay,Monto Pasajes,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error,Monto Total Efectivo,Monto Total Tarjetas,Pasajes Efectivo,Pasajes Tarjeta Gral,Pasajes Tarjeta Per,Pasajes Bpd,Total Pasajes Tarjeta,Total Pasajes
2021-01-08,A13,616.0,0.0,27.0,589.0,218.5,57.0,0.0,0.0,0.0,616.0,275.5,62,42,12,0,54,116
2021-01-08,A14,791.0,0.0,31.0,760.0,142.5,57.0,0.0,0.0,0.0,791.0,199.5,80,15,12,0,27,107
2021-01-08,A15,2517.0,0.0,113.5,2403.5,1444.0,280.25,0.0,0.0,0.0,2517.0,1724.25,253,333,63,0,396,649
2021-01-08,A16,7730.5,0.0,368.0,7362.5,1957.0,660.25,0.0,0.0,0.0,7730.5,2617.25,775,244,139,0,383,1158
2021-01-08,A17,951.5,0.0,39.5,912.0,722.0,166.25,0.0,0.0,0.0,951.5,888.25,96,124,35,0,159,255
2021-01-08,A18,12719.5,0.0,607.0,12112.5,6479.0,1125.75,0.0,0.0,0.0,12719.5,7604.75,1275,1176,246,0,1422,2697
2021-01-08,A19,24469.0,0.0,1108.5,23360.5,10041.5,1239.75,0.0,0.0,0.0,24469.0,11281.25,2459,1866,300,0,2166,4625
2021-01-08,A20,11517.5,0.0,554.5,10963.0,5405.5,437.0,0.0,0.0,0.0,11517.5,5842.5,1154,959,109,0,1068,2222
2021-01-09,A03,2113.0,0.0,99.0,2014.0,693.5,175.75,0.0,0.0,0.0,2113.0,869.25,212,158,37,0,195,407
2021-01-09,A05,238.5,0.0,10.5,228.0,76.0,23.75,0.0,0.0,0.0,238.5,99.75,24,11,5,0,16,40
2021-01-09,A06,3555.5,0.0,145.0,3410.5,2033.0,275.5,0.0,0.0,0.0,3555.5,2308.5,359,337,59,0,396,755
2021-01-09,A07,860.0,0.0,33.5,826.5,237.5,133.0,0.0,0.0,0.0,860.0,370.5,87,57,28,0,85,172
2021-01-09,A08,10738.5,0.0,507.0,10231.5,2850.0,470.25,0.0,0.0,0.0,10738.5,3320.25,1077,535,115,0,650,1727
2021-01-09,A09,1854.5,0.0,87.5,1767.0,513.0,118.75,0.0,0.0,0.0,1854.5,631.75,186,117,25,0,142,328
