Fecha,Unidad,Total Viajes,Total Vueltas,Km Programados,Km Vacios,Km Realizados
01/08/2021,TM-026    ,510,255,8160,0,8160
01/08/2021,TM-027    ,593,296.5,9464,120,9344
01/08/2021,TM-028    ,570,285,9108,68,9040
01/08/2021,TM-029    ,518,259,8240,80,8160
01/08/2021,TM-030    ,595,297.5,9502,62,9440
01/08/2021,TM-031    ,445,222.5,7102,62,7040
01/08/2021,TM-032    ,635,317.5,10142,78,10064
01/08/2021,TM-033    ,569,284.5,9098,26,9072
01/08/2021,TM-034    ,579,289.5,9234,114,9120
01/08/2021,TM-036    ,209,104.5,3344,0,3344
01/08/2021,TM-038    ,594,297,9492,52,9440
01/08/2021,TM-039    ,456,228,7254,102,7152
01/08/2021,TM-040    ,476,238,7580,108,7472
01/08/2021,TM-041    ,483,241.5,7710,62,7648
01/08/2021,TM-042    ,414,207,6606,94,6512
01/08/2021,TM-043    ,324,162,5160,72,5088
01/08/2021,TM-045    ,300,150,4764,140,4624
01/08/2021,TM-046    ,455,227.5,7232,96,7136
01/08/2021,TM-047    ,409,204.5,6484,180,6304
01/08/2021,TM-048    ,504,252,8016,112,7904
01/08/2021,TM-049    ,517,258.5,8188,172,8016
01/08/2021,TM-050    ,449,224.5,7136,80,7056
01/08/2021,TM-051    ,499,249.5,7924,148,7776
01/08/2021,TM-052    ,468,234,7434,138,7296
01/08/2021,TM-053    ,421,210.5,6706,66,6640
01/08/2021,TM-054    ,533,266.5,8462,126,8336
01/08/2021,TM-055    ,459,229.5,7290,90,7200
01/09/2021,AM-001    ,1,0.5,3,0,3
01/09/2021,AM-008    ,2,1,28,14,14
01/09/2021,AM-01     ,1972,986,9683,118,9565
01/09/2021,AM-010    ,14,7,299,90,209
01/09/2021,AM-011    ,16,8,337,90,247
01/09/2021,AM-012    ,20,10,402,60,342
01/09/2021,AM-013    ,18,9,364,60,304
01/09/2021,AM-02     ,1791,895.5,8796,106,8690
01/09/2021,AM-020    ,8,4,152,0,152
01/09/2021,AM-021    ,8,4,163,30,133
01/09/2021,AM-026    ,6,3,136,60,76
01/09/2021,AM-03     ,895,447.5,8198,350,7848
01/09/2021,AM-030    ,23,11.5,229,20,209
01/09/2021,AM-033    ,9,4.5,99,33,66
01/09/2021,AM-038    ,55,27.5,245,65,180
01/09/2021,AM-04     ,886,443,8011,370,7641
01/09/2021,AM-040    ,38,19,166,38,128
01/09/2021,AM-044    ,55,27.5,597,69,528
01/09/2021,AM-045    ,127,63.5,1293,160,1133
01/09/2021,AM-046    ,96,48,1008,106,902
01/09/2021,AM-047    ,133,66.5,1046,78,968
01/09/2021,AM-048    ,60,30,240,8,232
01/09/2021,AM-049    ,21,10.5,223,14,209
01/09/2021,AM-05     ,878,439,7958,560,7398
01/09/2021,AM-050    ,154,77,1590,160,1430
01/09/2021,AM-051    ,18,9,386,120,266
01/09/2021,AM-053    ,50,25,534,83,451
01/09/2021,AM-055    ,1,0.5,11,0,11
01/09/2021,AM-059    ,26,13,253,3,250
01/09/2021,AM-06     ,908,454,8340,600,7740
01/09/2021,AM-060    ,249,124.5,1147,54,1093
01/09/2021,AM-062    ,22,11,242,22,220
01/09/2021,AM-063    ,23,11.5,229,42,187
01/09/2021,AM-064    ,10,5,110,11,99
01/09/2021,AM-066    ,22,11,242,22,220
01/09/2021,AM-067    ,54,27,531,30,501
01/09/2021,AM-068    ,548,274,3862,638,3224
01/09/2021,AM-069    ,625,312.5,5296,802,4494
01/09/2021,AM-07     ,913,456.5,8267,500,7767
01/09/2021,AM-070    ,532,266,3828,678,3150
01/09/2021,AM-071    ,445,222.5,3641,493,3148
01/09/2021,AM-072    ,594,297,4780,390,4390
01/09/2021,AM-073    ,638,319,4549,303,4246
01/09/2021,AM-074    ,864,432,4584,367,4217
01/09/2021,AM-075    ,806,403,6560,711,5849
01/09/2021,AM-076    ,447,223.5,3184,217,2967
01/09/2021,AM-077    ,422,211,2996,240,2756
01/09/2021,AM-078    ,514,257,4693,553,4140
01/09/2021,AM-079    ,521,260.5,5238,475,4763
01/09/2021,AM-08     ,456,228,9291,1710,7581
01/09/2021,AM-080    ,601,300.5,6018,296,5722
01/09/2021,AM-081    ,1120,560,6094,439,5655
01/09/2021,AM-082    ,1201,600.5,6370,344,6026
01/09/2021,AM-083    ,270,135,3046,584,2462
01/09/2021,AM-084    ,1338,669,7078,369,6709
01/09/2021,AM-085    ,1199,599.5,6320,302,6018
01/09/2021,AM-086    ,765,382.5,4076,594,3482
01/09/2021,AM-087    ,592,296,5123,241,4882
01/09/2021,AM-088    ,270,135,2243,171,2072
01/09/2021,AM-089    ,539,269.5,5343,292,5051
01/09/2021,AM-09     ,494,247,10310,2520,7790
01/09/2021,AM-090    ,935,467.5,4741,252,4489
01/09/2021,AM-091    ,174,87,2135,266,1869
01/09/2021,AM-092    ,90,45,926,80,846
01/09/2021,AM-093    ,36,18,717,90,627
01/09/2021,AM-094    ,60,30,1121,232,889
01/09/2021,AM-095    ,288,144,1610,244,1366
01/09/2021,AM-096    ,233,116.5,3077,803,2274
01/09/2021,AM-097    ,36,18,849,450,399
01/09/2021,AM-098    ,63,31.5,1093,260,833
01/09/2021,AM-099    ,19,9.5,390,120,270
01/09/2021,AM-10     ,400,200,8161,1530,6631
01/09/2021,AM-101    ,357,178.5,3483,83,3400
01/09/2021,AM-102    ,580,290,2485,425,2060
01/09/2021,AM-103    ,1964,982,5944,208,5736
01/09/2021,AM-11     ,528,264,10758,1980,8778
01/09/2021,AM-12     ,546,273,11133,2070,9063
01/09/2021,AM-13     ,502,251,10407,2370,8037
01/09/2021,AM-14     ,487,243.5,9631,1811,7820
01/09/2021,AM-15     ,458,229,9230,1440,7790
01/09/2021,AM-16     ,294,147,6147,1530,4617
01/09/2021,AM-17     ,492,246,9843,1350,8493
01/09/2021,AM-18     ,440,220,8932,1560,7372
01/09/2021,AM-19     ,524,262,10847,2430,8417
01/09/2021,AM-20     ,525,262.5,8941,1346,7595
01/09/2021,AM-21     ,410,205,8439,1770,6669
01/09/2021,AM-22     ,468,234,9838,2580,7258
01/09/2021,AM-23     ,398,199,8090,1440,6650
01/09/2021,AM-24     ,420,210,8344,1348,6996
01/09/2021,AM-25     ,414,207,8779,2490,6289
01/09/2021,AM-26     ,662,331,9360,881,8479
01/09/2021,AM-27     ,636,318,9342,1071,8271
01/09/2021,AM-28     ,684,342,9576,658,8918
01/09/2021,AM-29     ,688,344,9632,700,8932
01/09/2021,AM-30     ,748,374,10446,751,9695
01/09/2021,AM-31     ,716,358,10138,869,9269
01/09/2021,AM-32     ,548,274,8461,746,7715
01/09/2021,AM-33     ,619,309.5,7714,688,7026
01/09/2021,AM-34     ,498,249,4958,714,4244
01/09/2021,AM-35     ,1142,571,4902,741,4161
01/09/2021,AM-36     ,1122,561,4790,794,3996
01/09/2021,AM-37     ,1318,659,5666,998,4668
01/09/2021,AM-38     ,1154,577,5014,926,4088
01/09/2021,AM-39     ,1145,572.5,4947,833,4114
01/09/2021,AM-40     ,869,434.5,3791,595,3196
01/09/2021,AM-41     ,1774,887,7256,392,6864
01/09/2021,AM-42     ,1900,950,7840,480,7360
01/09/2021,AM-43     ,668,334,6702,679,6023
01/09/2021,AM-44     ,976,488,9733,441,9292
01/09/2021,AM-45     ,974,487,9766,535,9231
01/09/2021,AM-46     ,2504,1252,10933,456,10477
01/09/2021,AM-47     ,1896,948,8324,344,7980
01/09/2021,AM-48     ,1859,929.5,7823,366,7457
01/09/2021,AM-49     ,2717,1358.5,8662,242,8420
01/09/2021,AM-50     ,2267,1133.5,7799,34,7765
01/09/2021,AM-51     ,897,448.5,4569,120,4449
01/09/2021,AM-52     ,1239,619.5,5371,48,5323
01/09/2021,AM-53     ,1788,894,6844,126,6718
01/09/2021,AM-54     ,883,441.5,4415,0,4415
01/09/2021,AM-55     ,402,201,1647,6,1641
01/09/2021,AM-56     ,34,17,745,270,475
01/09/2021,AM-57     ,15,7.5,63,11,52
01/09/2021,AM-58     ,19,9.5,87,27,60
01/09/2021,AM-60     ,100,50,408,20,388
01/09/2021,AM-64     ,737,368.5,7701,882,6819
01/09/2021,AM-65     ,671,335.5,6642,695,5947
01/09/2021,AM-66     ,594,297,6182,792,5390
01/09/2021,AM-67     ,552,276,5496,733,4763
01/09/2021,TM-001    ,538,269,8572,60,8512
01/09/2021,TM-002    ,117,58.5,1872,0,1872
01/09/2021,TM-003    ,596,298,9512,88,9424
01/09/2021,TM-004    ,449,224.5,7136,128,7008
01/09/2021,TM-005    ,620,310,9914,10,9904
01/09/2021,TM-008    ,572,286,9116,124,8992
01/09/2021,TM-009    ,544,272,8668,188,8480
01/09/2021,TM-011    ,484,242,7726,62,7664
01/09/2021,TM-012    ,567,283.5,9066,26,9040
01/09/2021,TM-013    ,590,295,9422,62,9360
01/09/2021,TM-015    ,411,205.5,6576,16,6560
01/09/2021,TM-016    ,544,272,8668,92,8576
01/09/2021,TM-017    ,39,19.5,588,108,480
01/09/2021,TM-018    ,495,247.5,7914,10,7904
01/09/2021,TM-019    ,565,282.5,9022,30,8992
01/09/2021,TM-020    ,403,201.5,6430,62,6368
01/09/2021,TM-021    ,107,53.5,1712,0,1712
01/09/2021,TM-022    ,458,229,7286,118,7168
01/09/2021,TM-023    ,4,2,64,0,64
01/09/2021,TM-024    ,520,260,8314,10,8304
01/09/2021,TM-025    ,626,313,9986,162,9824
01/09/2021,TM-026    ,536,268,8576,0,8576
01/09/2021,TM-027    ,551,275.5,8792,56,8736
01/09/2021,TM-028    ,557,278.5,8870,102,8768
01/09/2021,TM-029    ,619,309.5,9868,124,9744
01/09/2021,TM-030    ,568,284,9076,36,9040
01/09/2021,TM-032    ,658,329,10498,114,10384
01/09/2021,TM-033    ,602,301,9626,74,9552
01/09/2021,TM-034    ,560,280,8960,32,8928
01/09/2021,TM-038    ,663,331.5,10554,202,10352
01/09/2021,TM-039    ,627,313.5,10014,94,9920
01/09/2021,TM-040    ,126,63,2010,26,1984
01/09/2021,TM-041    ,510,255,8130,146,7984
01/09/2021,TM-042    ,515,257.5,8216,136,8080
01/09/2021,TM-043    ,340,170,5398,118,5280
01/09/2021,TM-045    ,179,89.5,2834,98,2736
01/09/2021,TM-046    ,475,237.5,7546,138,7408
01/09/2021,TM-047    ,532,266,8482,66,8416
01/09/2021,TM-048    ,451,225.5,7162,106,7056
01/09/2021,TM-049    ,546,273,8706,50,8656
01/09/2021,TM-050    ,528,264,8400,128,8272
01/09/2021,TM-051    ,467,233.5,7376,160,7216
01/09/2021,TM-052    ,515,257.5,8204,76,8128
01/09/2021,TM-053    ,502,251,7990,102,7888
01/09/2021,TM-054    ,527,263.5,8390,70,8320
01/09/2021,TM-055    ,430,215,6826,122,6704
01/09/2021,TM-056    ,48,24,756,20,736
01/09/2021,TM-057    ,49,24.5,784,0,784
01/09/2021,TM-058    ,52,26,820,20,800
01/09/2021,TM-059    ,45,22.5,714,10,704
01/10/2021,AM-01     ,1993,996.5,9869,120,9749
01/10/2021,AM-02     ,1954,977,9593,118,9475
01/10/2021,AM-03     ,694,347,6399,458,5941
01/10/2021,AM-04     ,904,452,8076,536,7540
01/10/2021,AM-05     ,898,449,8116,340,7776
01/10/2021,AM-06     ,807,403.5,7290,270,7020
01/10/2021,AM-068    ,985,492.5,5820,914,4906
01/10/2021,AM-069    ,1011,505.5,5131,749,4382
01/10/2021,AM-07     ,1013,506.5,9005,642,8363
01/10/2021,AM-070    ,1136,568,5538,644,4894
01/10/2021,AM-071    ,1060,530,5396,548,4848
01/10/2021,AM-072    ,1666,833,7946,489,7457
01/10/2021,AM-073    ,1316,658,7040,497,6543
01/10/2021,AM-074    ,1080,540,7556,808,6748
01/10/2021,AM-075    ,966,483,7135,835,6300
01/10/2021,AM-076    ,1199,599.5,7485,514,6971
01/10/2021,AM-077    ,1316,658,7823,620,7203
01/10/2021,AM-078    ,723,361.5,7268,812,6456
01/10/2021,AM-079    ,723,361.5,7076,895,6181
01/10/2021,AM-08     ,617,308.5,10332,1797,8535
01/10/2021,AM-080    ,767,383.5,7398,491,6907
01/10/2021,AM-081    ,906,453,8230,586,7644
01/10/2021,AM-082    ,975,487.5,6766,414,6352
01/10/2021,AM-083    ,667,333.5,5876,279,5597
01/10/2021,AM-084    ,1049,524.5,7371,521,6850
01/10/2021,AM-085    ,1010,505,6557,324,6233
01/10/2021,AM-086    ,891,445.5,6891,447,6444
01/10/2021,AM-087    ,759,379.5,5752,352,5400
01/10/2021,AM-088    ,627,313.5,6087,532,5555
01/10/2021,AM-089    ,554,277,6046,576,5470
01/10/2021,AM-09     ,558,279,11339,2010,9329
01/10/2021,AM-090    ,381,190.5,5109,725,4384
01/10/2021,AM-091    ,372,186,5625,1206,4419
01/10/2021,AM-092    ,238,119,4326,1240,3086
01/10/2021,AM-093    ,250,125,4060,1098,2962
01/10/2021,AM-094    ,203,101.5,3889,1059,2830
01/10/2021,AM-095    ,251,125.5,3472,849,2623
01/10/2021,AM-096    ,264,132,3410,1083,2327
01/10/2021,AM-097    ,198,99,3988,1296,2692
01/10/2021,AM-098    ,82,41,1413,418,995
01/10/2021,AM-099    ,12,6,132,22,110
01/10/2021,AM-10     ,310,155,4188,627,3561
01/10/2021,AM-100    ,18,9,386,120,266
01/10/2021,AM-101    ,18,9,80,16,64
01/10/2021,AM-102    ,127,63.5,531,71,460
01/10/2021,AM-103    ,832,416,2518,88,2430
01/10/2021,AM-11     ,542,271,11200,2460,8740
01/10/2021,AM-12     ,456,228,9489,2250,7239
01/10/2021,AM-13     ,448,224,9172,1800,7372
01/10/2021,AM-14     ,443,221.5,8560,1619,6941
01/10/2021,AM-15     ,332,166,6770,1260,5510
01/10/2021,AM-16     ,326,163,6178,1377,4801
01/10/2021,AM-17     ,454,227,9385,2070,7315
01/10/2021,AM-18     ,514,257,9702,1569,8133
01/10/2021,AM-19     ,496,248,9886,1260,8626
01/10/2021,AM-20     ,358,179,6639,580,6059
01/10/2021,AM-21     ,524,262,10781,2250,8531
01/10/2021,AM-22     ,492,246,9865,1410,8455
01/10/2021,AM-23     ,390,195,8246,2280,5966
01/10/2021,AM-24     ,432,216,8934,1980,6954
01/10/2021,AM-25     ,470,235,9017,1070,7947
01/10/2021,AM-26     ,730,365,10222,674,9548
01/10/2021,AM-27     ,654,327,9170,966,8204
01/10/2021,AM-28     ,690,345,9670,766,8904
01/10/2021,AM-29     ,680,340,9522,688,8834
01/10/2021,AM-30     ,652,326,9009,570,8439
01/10/2021,AM-31     ,710,355,9940,770,9170
01/10/2021,AM-32     ,580,290,8211,688,7523
01/10/2021,AM-33     ,454,227,4920,393,4527
01/10/2021,AM-34     ,423,211.5,4088,410,3678
01/10/2021,AM-35     ,1345,672.5,5923,1231,4692
01/10/2021,AM-36     ,1213,606.5,5232,1000,4232
01/10/2021,AM-37     ,1025,512.5,4329,653,3676
01/10/2021,AM-38     ,1179,589.5,5033,829,4204
01/10/2021,AM-39     ,1160,580,5253,847,4406
01/10/2021,AM-40     ,828,414,3990,638,3352
01/10/2021,AM-41     ,1662,831,6885,299,6586
01/10/2021,AM-42     ,1888,944,7576,268,7308
01/10/2021,AM-43     ,517,258.5,3709,324,3385
01/10/2021,AM-44     ,844,422,8397,213,8184
01/10/2021,AM-45     ,718,359,7190,210,6980
01/10/2021,AM-46     ,2038,1019,8152,200,7952
01/10/2021,AM-47     ,1826,913,7516,448,7068
01/10/2021,AM-48     ,1856,928,7556,376,7180
01/10/2021,AM-49     ,1814,907,6807,234,6573
01/10/2021,AM-50     ,2014,1007,7160,84,7076
01/10/2021,AM-51     ,1966,983,6920,84,6836
01/10/2021,AM-52     ,1413,706.5,5595,12,5583
01/10/2021,AM-53     ,1275,637.5,4464,114,4350
01/10/2021,AM-54     ,892,446,4460,0,4460
01/10/2021,AM-55     ,1018,509,4050,24,4026
01/10/2021,AM-56     ,30,15,603,90,513
01/10/2021,AM-59     ,4,2,87,30,57
01/10/2021,AM-60     ,1,0.5,4,0,4
01/10/2021,AM-63     ,8,4,36,8,28
01/10/2021,AM-64     ,691,345.5,6969,743,6226
01/10/2021,AM-65     ,723,361.5,7257,888,6369
01/10/2021,AM-66     ,694,347,7170,966,6204
01/10/2021,AM-67     ,451,225.5,4537,577,3960
01/10/2021,TM-001    ,592,296,9412,100,9312
01/10/2021,TM-002    ,1,0.5,16,0,16
01/10/2021,TM-003    ,549,274.5,8766,62,8704
01/10/2021,TM-004    ,562,281,8986,10,8976
01/10/2021,TM-005    ,537,268.5,8586,42,8544
01/10/2021,TM-007    ,376,188,6010,10,6000
01/10/2021,TM-008    ,536,268,8570,42,8528
01/10/2021,TM-009    ,127,63.5,2032,0,2032
01/10/2021,TM-010    ,1,0.5,16,0,16
01/10/2021,TM-011    ,577,288.5,9202,82,9120
01/10/2021,TM-012    ,572,286,9110,134,8976
01/10/2021,TM-013    ,598,299,9550,62,9488
01/10/2021,TM-014    ,2,1,32,0,32
01/10/2021,TM-015    ,392,196,6266,26,6240
01/10/2021,TM-016    ,584,292,9332,36,9296
01/10/2021,TM-018    ,568,284,9088,0,9088
01/10/2021,TM-019    ,328,164,5248,0,5248
01/10/2021,TM-021    ,568,284,9076,52,9024
01/10/2021,TM-022    ,546,273,8724,20,8704
01/10/2021,TM-024    ,490,245,7822,30,7792
01/10/2021,TM-025    ,218,109,3488,0,3488
01/10/2021,TM-026    ,567,283.5,9006,110,8896
01/10/2021,TM-027    ,540,270,8634,10,8624
01/10/2021,TM-028    ,552,276,8820,52,8768
01/10/2021,TM-029    ,573,286.5,9156,20,9136
01/10/2021,TM-030    ,622,311,9946,26,9920
01/10/2021,TM-032    ,565,282.5,9040,16,9024
01/10/2021,TM-033    ,423,211.5,6768,0,6768
01/10/2021,TM-034    ,522,261,8352,0,8352
01/10/2021,TM-035    ,18,9,282,10,272
01/10/2021,TM-036    ,42,21,672,0,672
01/10/2021,TM-038    ,336,168,5358,46,5312
01/10/2021,TM-039    ,600,300,9570,82,9488
01/10/2021,TM-041    ,621,310.5,9912,72,9840
01/10/2021,TM-042    ,244,122,3892,52,3840
01/10/2021,TM-043    ,201,100.5,3198,78,3120
01/10/2021,TM-045    ,356,178,5666,82,5584
01/10/2021,TM-046    ,452,226,7184,240,6944
01/10/2021,TM-047    ,482,241,7682,114,7568
01/10/2021,TM-048    ,490,245,7768,216,7552
01/10/2021,TM-049    ,471,235.5,7512,136,7376
01/10/2021,TM-050    ,477,238.5,7560,200,7360
01/10/2021,TM-051    ,474,237,7530,106,7424
01/10/2021,TM-052    ,560,280,8894,254,8640
01/10/2021,TM-053    ,495,247.5,7848,216,7632
01/10/2021,TM-054    ,491,245.5,7790,190,7600
01/10/2021,TM-055    ,517,258.5,8242,50,8192
01/10/2021,TM-056    ,453,226.5,7170,162,7008
01/10/2021,TM-057    ,543,271.5,8610,242,8368
01/10/2021,TM-058    ,536,268,8522,202,8320
01/10/2021,TM-059    ,482,241,7634,162,7472
01/11/2021,AM-01     ,1938,969,9510,120,9390
01/11/2021,AM-02     ,1942,971,9536,116,9420
01/11/2021,AM-03     ,796,398,7376,348,7028
01/11/2021,AM-04     ,804,402,7283,470,6813
01/11/2021,AM-041    ,60,30,248,16,232
01/11/2021,AM-05     ,872,436,8033,570,7463
01/11/2021,AM-056    ,10,5,201,30,171
01/11/2021,AM-06     ,904,452,8416,688,7728
01/11/2021,AM-067    ,19,9.5,79,11,68
01/11/2021,AM-068    ,702,351,3426,524,2902
01/11/2021,AM-069    ,651,325.5,3185,503,2682
01/11/2021,AM-07     ,828,414,7483,310,7173
01/11/2021,AM-070    ,796,398,3962,581,3381
01/11/2021,AM-071    ,1024,512,5788,886,4902
01/11/2021,AM-072    ,1646,823,7446,526,6920
01/11/2021,AM-073    ,1364,682,7000,406,6594
01/11/2021,AM-074    ,975,487.5,6524,655,5869
01/11/2021,AM-075    ,1077,538.5,6746,713,6033
01/11/2021,AM-076    ,1252,626,6893,344,6549
01/11/2021,AM-077    ,1242,621,7651,692,6959
01/11/2021,AM-078    ,802,401,7597,1018,6579
01/11/2021,AM-079    ,756,378,7252,973,6279
01/11/2021,AM-08     ,508,254,9483,1947,7536
01/11/2021,AM-080    ,718,359,7016,693,6323
01/11/2021,AM-081    ,733,366.5,6844,687,6157
01/11/2021,AM-082    ,906,453,6844,483,6361
01/11/2021,AM-083    ,751,375.5,6687,412,6275
01/11/2021,AM-084    ,851,425.5,6868,407,6461
01/11/2021,AM-085    ,833,416.5,6332,259,6073
01/11/2021,AM-086    ,784,392,6778,306,6472
01/11/2021,AM-087    ,646,323,5918,211,5707
01/11/2021,AM-088    ,733,366.5,5990,228,5762
01/11/2021,AM-089    ,591,295.5,5171,514,4657
01/11/2021,AM-09     ,514,257,10745,2670,8075
01/11/2021,AM-090    ,351,175.5,4573,821,3752
01/11/2021,AM-091    ,351,175.5,4859,1122,3737
01/11/2021,AM-092    ,217,108.5,3624,969,2655
01/11/2021,AM-093    ,191,95.5,3663,980,2683
01/11/2021,AM-094    ,260,130,3980,1356,2624
01/11/2021,AM-095    ,205,102.5,3148,1015,2133
01/11/2021,AM-096    ,98,49,2159,810,1349
01/11/2021,AM-097    ,179,89.5,2013,585,1428
01/11/2021,AM-098    ,22,11,440,60,380
01/11/2021,AM-099    ,32,16,524,148,376
01/11/2021,AM-10     ,438,219,7728,1480,6248
01/11/2021,AM-100    ,74,37,386,8,378
01/11/2021,AM-101    ,4,2,87,30,57
01/11/2021,AM-102    ,145,72.5,828,105,723
01/11/2021,AM-103    ,836,418,2530,88,2442
01/11/2021,AM-11     ,476,238,9616,1560,8056
01/11/2021,AM-12     ,544,272,10952,2008,8944
01/11/2021,AM-13     ,534,267,10971,2250,8721
01/11/2021,AM-14     ,223,111.5,3920,860,3060
01/11/2021,AM-15     ,437,218.5,7848,1153,6695
01/11/2021,AM-16     ,448,224,7479,941,6538
01/11/2021,AM-17     ,541,270.5,10847,2227,8620
01/11/2021,AM-18     ,440,220,9119,2250,6869
01/11/2021,AM-19     ,431,215.5,8592,1777,6815
01/11/2021,AM-20     ,421,210.5,7537,690,6847
01/11/2021,AM-21     ,448,224,8058,1121,6937
01/11/2021,AM-22     ,474,237,9655,1770,7885
01/11/2021,AM-23     ,447,223.5,7790,1406,6384
01/11/2021,AM-24     ,546,273,10836,1440,9396
01/11/2021,AM-25     ,437,218.5,8789,2433,6356
01/11/2021,AM-26     ,684,342,9576,644,8932
01/11/2021,AM-27     ,736,368,10304,644,9660
01/11/2021,AM-28     ,672,336,9408,728,8680
01/11/2021,AM-29     ,720,360,10091,837,9254
01/11/2021,AM-30     ,601,300.5,8333,779,7554
01/11/2021,AM-31     ,688,344,9697,749,8948
01/11/2021,AM-32     ,690,345,9542,781,8761
01/11/2021,AM-33     ,384,192,5314,578,4736
01/11/2021,AM-34     ,583,291.5,5476,638,4838
01/11/2021,AM-35     ,1013,506.5,5285,1014,4271
01/11/2021,AM-36     ,1056,528,4793,756,4037
01/11/2021,AM-37     ,1355,677.5,6269,1201,5068
01/11/2021,AM-38     ,1127,563.5,4862,770,4092
01/11/2021,AM-39     ,1106,553,5016,719,4297
01/11/2021,AM-40     ,1148,574,4856,768,4088
01/11/2021,AM-41     ,1664,832,6756,320,6436
01/11/2021,AM-42     ,1596,798,6580,400,6180
01/11/2021,AM-43     ,575,287.5,3538,306,3232
01/11/2021,AM-44     ,944,472,9288,234,9054
01/11/2021,AM-45     ,829,414.5,8599,408,8191
01/11/2021,AM-46     ,2138,1069,8552,208,8344
01/11/2021,AM-47     ,1808,904,7248,248,7000
01/11/2021,AM-48     ,1804,902,7328,344,6984
01/11/2021,AM-49     ,1658,829,6008,84,5924
01/11/2021,AM-50     ,1909,954.5,6635,84,6551
01/11/2021,AM-51     ,1662,831,6222,72,6150
01/11/2021,AM-52     ,1774,887,6384,84,6300
01/11/2021,AM-53     ,1583,791.5,6027,24,6003
01/11/2021,AM-54     ,866,433,4330,0,4330
01/11/2021,AM-55     ,626,313,2318,12,2306
01/11/2021,AM-56     ,12,6,117,7,110
01/11/2021,AM-58     ,14,7,137,7,130
01/11/2021,AM-64     ,588,294,6084,760,5324
01/11/2021,AM-65     ,688,344,7088,840,6248
01/11/2021,AM-66     ,546,273,5516,608,4908
01/11/2021,AM-67     ,562,281,5638,677,4961
01/11/2021,TM-001    ,511,255.5,8176,0,8176
01/11/2021,TM-003    ,513,256.5,8208,0,8208
01/11/2021,TM-004    ,500,250,7982,30,7952
01/11/2021,TM-005    ,310,155,4954,10,4944
01/11/2021,TM-006    ,362,181,5780,36,5744
01/11/2021,TM-007    ,545,272.5,8714,10,8704
01/11/2021,TM-008    ,520,260,8308,36,8272
01/11/2021,TM-010    ,573,286.5,9156,52,9104
01/11/2021,TM-011    ,534,267,8520,40,8480
01/11/2021,TM-012    ,299,149.5,4784,16,4768
01/11/2021,TM-013    ,506,253,8096,0,8096
01/11/2021,TM-015    ,559,279.5,8944,0,8944
01/11/2021,TM-016    ,494,247,7904,0,7904
01/11/2021,TM-018    ,526,263,8404,20,8384
01/11/2021,TM-019    ,187,93.5,2992,0,2992
01/11/2021,TM-021    ,567,283.5,9036,60,8976
01/11/2021,TM-022    ,518,259,8234,106,8128
01/11/2021,TM-024    ,536,268,8558,30,8528
01/11/2021,TM-026    ,520,260,8314,10,8304
01/11/2021,TM-027    ,526,263,8416,0,8416
01/11/2021,TM-028    ,205,102.5,3280,0,3280
01/11/2021,TM-029    ,465,232.5,7434,26,7408
01/11/2021,TM-030    ,267,133.5,4272,0,4272
01/11/2021,TM-032    ,453,226.5,7242,26,7216
01/11/2021,TM-033    ,466,233,7426,66,7360
01/11/2021,TM-034    ,506,253,8096,0,8096
01/11/2021,TM-035    ,501,250.5,7992,56,7936
01/11/2021,TM-036    ,355,177.5,5650,66,5584
01/11/2021,TM-039    ,513,256.5,8202,10,8192
01/11/2021,TM-040    ,522,261,8346,10,8336
01/11/2021,TM-041    ,183,91.5,2928,0,2928
01/11/2021,TM-042    ,177,88.5,2814,78,2736
01/11/2021,TM-043    ,452,226,7202,82,7120
01/11/2021,TM-044    ,166,83,2650,26,2624
01/11/2021,TM-045    ,493,246.5,7870,62,7808
01/11/2021,TM-046    ,496,248,7870,206,7664
01/11/2021,TM-047    ,471,235.5,7464,216,7248
01/11/2021,TM-048    ,296,148,4670,174,4496
01/11/2021,TM-049    ,515,257.5,8150,278,7872
01/11/2021,TM-050    ,464,232,7382,150,7232
01/11/2021,TM-051    ,489,244.5,7770,186,7584
01/11/2021,TM-052    ,404,202,6386,274,6112
01/11/2021,TM-053    ,521,260.5,8276,228,8048
01/11/2021,TM-054    ,508,254,8044,204,7840
01/11/2021,TM-055    ,379,189.5,6040,88,5952
01/11/2021,TM-056    ,467,233.5,7394,242,7152
01/11/2021,TM-057    ,556,278,8830,206,8624
01/11/2021,TM-058    ,534,267,8484,196,8288
01/11/2021,TM-059    ,515,257.5,8162,242,7920
01/12/2021,AM-01     ,1781,890.5,8743,108,8635
01/12/2021,AM-02     ,1930,965,9476,116,9360
01/12/2021,AM-03     ,852,426,7575,538,7037
01/12/2021,AM-04     ,877,438.5,7930,370,7560
01/12/2021,AM-05     ,652,326,5900,237,5663
01/12/2021,AM-06     ,841,420.5,7899,498,7401
01/12/2021,AM-068    ,763,381.5,3601,593,3008
01/12/2021,AM-069    ,773,386.5,3485,625,2860
01/12/2021,AM-07     ,882,441,7993,550,7443
01/12/2021,AM-070    ,811,405.5,3829,674,3155
01/12/2021,AM-071    ,967,483.5,5053,793,4260
01/12/2021,AM-072    ,1649,824.5,7257,660,6597
01/12/2021,AM-073    ,1644,822,7272,412,6860
01/12/2021,AM-074    ,1226,613,6885,481,6404
01/12/2021,AM-075    ,1147,573.5,6218,421,5797
01/12/2021,AM-076    ,1570,785,7656,401,7255
