Fecha,Ruta,Efectivo,Tarifa Incompleta,Overpay,Monto Pasajes,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error,Monto Total Efectivo,Monto Total Tarjetas,Pasajes Efectivo,Pasajes Tarjeta Gral,Pasajes Tarjeta Per,Pasajes Bpd,Total Pasajes Tarjeta,Total Pasajes,Ingreso Total
12/10/2022,A20,11761,1246,655.5,11105.5,12150.5,703,275.5,0,0,13007,13129,1169,1570,201,58,1829,2998,26136
12/10/2022,A21,22577.5,1777,1221.5,21356,21736,1073.5,422.75,0,0,24354.5,23232.25,2248,2741,304,89,3134,5382,47586.75
13/10/2022,A03,908,38,53,855,527.25,152,147.25,0,0,946,826.5,90,66,37,31,134,224,1772.5
13/10/2022,A05,1964,114.5,83,1881,1980.75,171,180.5,0,0,2078.5,2332.25,198,285,65,38,388,586,4410.75
13/10/2022,A06,4526,395,270,4256,5785.5,641.25,446.5,0,0,4921,6873.25,448,814,186,94,1094,1542,11794.25
13/10/2022,A07,3148.5,343,194,2954.5,3196.75,475,261.25,0,0,3491.5,3933,311,420,121,55,596,907,7424.5
13/10/2022,A08,11552.5,934,608.5,10944,7699.75,798,380,0,0,12486.5,8877.75,1152,1014,221,80,1315,2467,21364.25
13/10/2022,A09,986,107.5,74,912,731.5,128.25,61.75,0,0,1093.5,921.5,96,94,29,13,136,232,2015
13/10/2022,A10,511.5,64,27,484.5,318.25,47.5,52.25,0,0,575.5,418,51,47,11,11,69,120,993.5
13/10/2022,A15,3793.5,218,193,3600.5,4973.25,608,275.5,0,0,4011.5,5856.75,379,676,142,58,876,1255,9868.25
13/10/2022,A16,10125,806,530,9595,7571.5,1486.75,807.5,0,0,10931,9865.75,1010,949,369,170,1488,2498,20796.75
13/10/2022,A17,4957,502,245,4712,3524.5,750.5,479.75,0,0,5459,4754.75,496,470,180,101,751,1247,10213.75
13/10/2022,A18,14862,1187,859,14003,15893.5,2299,959.5,0,0,16049,19152,1474,1904,548,202,2654,4128,35201
13/10/2022,A19,33235,3033,1723.5,31511.5,30447.5,2821.5,1425,0,0,36268,34694,3317,3812,774,300,4886,8203,70962
13/10/2022,A20,16780.5,1173.5,925,15855.5,11808.5,1539,589,0,0,17954,13936.5,1669,1471,421,124,2016,3685,31890.5
13/10/2022,A21,25728.5,1610,1342,24386.5,23018.5,1524.75,750.5,0,0,27338.5,25293.75,2567,2919,419,158,3496,6063,52632.25
14/10/2022,A03,2014,124,95,1919,774.25,209,218.5,0,0,2138,1201.75,202,104,52,46,202,404,3339.75
14/10/2022,A05,1851,129,93.5,1757.5,1577,180.5,161.5,0,0,1980,1919,185,215,64,34,313,498,3899
14/10/2022,A06,7621,1035.5,439,7182,7813.75,693.5,408.5,0,0,8656.5,8915.75,756,1064,203,86,1353,2109,17572.25
14/10/2022,A07,697,129,51,646,969,156.75,152,0,0,826,1277.75,68,130,39,32,201,269,2103.75
14/10/2022,A08,12485.5,1010.5,648.5,11837,7880.25,888.25,479.75,0,0,13496,9248.25,1246,1011,235,101,1347,2593,22744.25
14/10/2022,A09,1164,48,62,1102,717.25,104.5,28.5,0,0,1212,850.25,116,94,22,6,122,238,2062.25
14/10/2022,A10,636,96.5,28,608,180.5,90.25,42.75,0,0,732.5,313.5,64,27,23,9,59,123,1046
14/10/2022,A15,4065.5,298.5,227.5,3838,5267.75,707.75,204.25,0,0,4364,6179.75,404,715,169,43,927,1331,10543.75
14/10/2022,A16,7817,485.5,416.5,7400.5,7666.5,1444,850.25,0,0,8302.5,9960.75,779,966,366,179,1511,2290,18263.25
14/10/2022,A17,5627,498,297.5,5329.5,3971,617.5,408.5,0,0,6125,4997,561,524,150,86,760,1321,11122
14/10/2022,A18,12414,1074.5,681.5,11732.5,12848.75,1553.25,840.75,0,0,13488.5,15242.75,1235,1499,382,177,2058,3293,28731.25
14/10/2022,A19,39863,3389,2129,37734,32941.25,3116,1638.75,0,0,43252,37696,3972,4069,795,345,5209,9181,80948
14/10/2022,A20,20567,1465.5,1082.5,19484.5,14991,1662.5,798,0,0,22032.5,17451.5,2051,1864,451,168,2483,4534,39484
14/10/2022,A21,27657,1968,1541.5,26115.5,25118,1410.75,679.25,0,0,29625,27208,2749,3157,397,143,3697,6446,56833
15/10/2022,A03,1408,81.5,78,1330,641.25,104.5,137.75,0,0,1489.5,883.5,140,84,23,29,136,276,2373
15/10/2022,A05,1904,127.5,99,1805,2170.75,180.5,175.75,0,0,2031.5,2527,190,292,54,37,383,573,4558.5
15/10/2022,A06,6885,799.5,368,6517,6526.5,574.75,389.5,0,0,7684.5,7490.75,686,851,167,82,1100,1786,15175.25
15/10/2022,A07,854,39.5,46.5,807.5,684,147.25,114,0,0,893.5,945.25,85,96,35,24,155,240,1838.75
15/10/2022,A08,11336,946.5,639,10697,7158.25,546.25,285,0,0,12282.5,7989.5,1126,935,163,60,1158,2284,20272
15/10/2022,A09,595,62.5,25,570,408.5,66.5,33.25,0,0,657.5,508.25,60,52,14,7,73,133,1165.75
15/10/2022,A10,648,51,30.5,617.5,190,71.25,66.5,0,0,699,327.75,65,27,15,14,56,121,1026.75
15/10/2022,A15,3373.5,320.5,172,3201.5,3809.5,408.5,114,0,0,3694,4332,337,519,95,24,638,975,8026
15/10/2022,A16,6082,405.5,306,5776,5343.75,964.25,608,0,0,6487.5,6916,608,670,234,128,1032,1640,13403.5
15/10/2022,A17,4171,245.5,200,3971,2854.75,380,251.75,0,0,4416.5,3486.5,418,355,88,53,496,914,7903
15/10/2022,A18,8086.5,709,496,7590.5,8250.75,764.75,294.5,0,0,8795.5,9310,799,985,182,62,1229,2028,18105.5
15/10/2022,A19,37248,2958.5,2012.5,35235.5,27911,2607.75,1349,0,0,40206.5,31867.75,3709,3446,641,284,4371,8080,72074.25
15/10/2022,A20,14459,1219.5,845.5,13613.5,11718.25,1121,503.5,0,0,15678.5,13342.75,1433,1491,303,106,1900,3333,29021.25
15/10/2022,A21,22478.5,1583.5,1217.5,21261,18092.75,893,437,0,0,24062,19422.75,2238,2289,249,92,2630,4868,43484.75
16/10/2022,A03,1272.5,40.5,66,1206.5,351.5,80.75,147.25,0,0,1313,579.5,127,46,19,31,96,223,1892.5
16/10/2022,A05,2354.5,193.5,122,2232.5,1524.75,161.5,137.75,0,0,2548,1824,235,207,44,29,280,515,4372
16/10/2022,A06,6890,680,392,6498,4203.75,422.75,318.25,0,0,7570,4944.75,684,550,104,67,721,1405,12514.75
16/10/2022,A07,538.5,16.5,25.5,513,579.5,66.5,38,0,0,555,684,54,71,18,8,97,151,1239
16/10/2022,A08,8815.5,855,512.5,8303,5362.75,441.75,242.25,0,0,9670.5,6046.75,874,673,118,51,842,1716,15717.25
16/10/2022,A09,831.5,50.5,52.5,779,375.25,42.75,23.75,0,0,882,441.75,82,49,11,5,65,147,1323.75
16/10/2022,A10,589,45,47.5,541.5,85.5,66.5,28.5,0,0,634,180.5,57,11,14,6,31,88,814.5
16/10/2022,A15,2360.5,253,109,2251.5,2617.25,308.75,33.25,0,0,2613.5,2959.25,237,341,70,7,418,655,5572.75
16/10/2022,A16,6028,367,328,5700,4446,693.5,551,0,0,6395,5690.5,600,536,177,116,829,1429,12085.5
16/10/2022,A17,2852.5,217.5,126,2726.5,1420.25,228,147.25,0,0,3070,1795.5,287,179,56,31,266,553,4865.5
16/10/2022,A18,5886,574,357,5529,5776,475,251.75,0,0,6460,6502.75,582,675,120,53,848,1430,12962.75
16/10/2022,A19,35300.5,2786.5,1879.5,33421,21465.25,2156.5,1040.25,0,0,38087,24662,3518,2625,518,219,3362,6880,62749
16/10/2022,A20,8989,644,458,8531,5571.75,380,251.75,0,0,9633,6203.5,898,703,102,53,858,1756,15836.5
16/10/2022,A21,13329,941,694,12635,10146,460.75,218.5,0,0,14270,10825.25,1330,1246,130,46,1422,2752,25095.25
17/10/2022,A03,0,0,0,0,194.75,23.75,33.25,0,0,0,251.75,0,27,9,7,43,43,251.75
17/10/2022,A05,1679,50,73.5,1605.5,1710,137.75,213.75,0,0,1729,2061.5,169,246,57,45,348,517,3790.5
17/10/2022,A06,8241.5,633,461,7780.5,6460,788.5,465.5,0,0,8874.5,7714,819,868,216,98,1182,2001,16588.5
17/10/2022,A07,1705,73,80.5,1624.5,1035.5,133,147.25,0,0,1778,1315.75,171,143,38,31,212,383,3093.75
17/10/2022,A08,12498.5,1009,680.5,11818,6830.5,907.25,446.5,0,0,13507.5,8184.25,1244,852,222,94,1168,2412,21691.75
17/10/2022,A09,3751.5,225,170,3581.5,2622,247,128.25,0,0,3976.5,2997.25,377,332,66,27,425,802,6973.75
17/10/2022,A10,674,44.5,28,646,280.25,52.25,47.5,0,0,718.5,380,68,42,12,10,64,132,1098.5
17/10/2022,A15,3940.5,273.5,197.5,3743,5073,660.25,209,0,0,4214,5942.25,394,676,153,44,873,1267,10156.25
17/10/2022,A16,9269,680,453,8816,8554.75,1800.25,1068.75,0,0,9949,11423.75,928,1080,429,225,1734,2662,21372.75
17/10/2022,A17,5633,333,275,5358,3648,717.25,375.25,0,0,5966,4740.5,564,472,172,79,723,1287,10706.5
17/10/2022,A18,13462,977,779.5,12682.5,11822.75,1643.5,821.75,0,0,14439,14288,1335,1402,413,173,1988,3323,28727
17/10/2022,A19,41152.5,3186,2231,38921.5,32870,3880.75,1790.75,0,0,44338.5,38541.5,4097,4021,956,377,5354,9451,82880
17/10/2022,A20,17278.5,991.5,900.5,16378,12739.5,1691,793.25,0,0,18270,15223.75,1724,1642,454,167,2263,3987,33493.75
17/10/2022,A21,23358,1773.5,1337,22021,22353.5,1420.25,798,0,0,25131.5,24571.75,2318,2838,406,168,3412,5730,49703.25
18/10/2022,A03,0,0,0,0,104.5,19,19,0,0,0,142.5,0,16,5,4,25,25,142.5
18/10/2022,A05,1711.5,46,77.5,1634,2199.25,304,213.75,0,0,1757.5,2717,172,313,87,45,445,617,4474.5
18/10/2022,A06,7110.5,766,403.5,6707,7196.25,869.25,522.5,0,0,7876.5,8588,706,997,249,110,1356,2062,16464.5
18/10/2022,A07,1114.5,150,60,1054.5,959.5,156.75,123.5,0,0,1264.5,1239.75,111,131,38,26,195,306,2504.25
18/10/2022,A08,10495,986.5,605.5,9889.5,5842.5,698.25,375.25,0,0,11481.5,6916,1041,752,180,79,1011,2052,18397.5
18/10/2022,A09,3826.5,248,216.5,3610,3325,270.75,123.5,0,0,4074.5,3719.25,380,403,67,26,496,876,7793.75
18/10/2022,A10,523,21.5,29,494,204.25,57,57,0,0,544.5,318.25,52,29,12,12,53,105,862.75
18/10/2022,A15,3598.5,280.5,188,3410.5,5130,536.75,199.5,0,0,3879,5866.25,359,671,148,42,861,1220,9745.25
18/10/2022,A16,8180.5,547.5,419,7761.5,8711.5,1919,973.75,0,0,8728,11604.25,817,1094,435,205,1734,2551,20332.25
18/10/2022,A17,4173.5,306,202.5,3971,3567.25,745.75,432.25,0,0,4479.5,4745.25,418,477,187,91,755,1173,9224.75
18/10/2022,A18,14922,1206,814.5,14107.5,14435.25,1999.75,902.5,0,0,16128,17337.5,1485,1762,483,190,2435,3920,33465.5
18/10/2022,A19,32798.5,2627,1762,31036.5,28614,2930.75,1558,0,0,35425.5,33102.75,3267,3502,751,328,4581,7848,68528.25
18/10/2022,A20,22735,1272,1179.5,21555.5,15941,1762.25,788.5,0,0,24007,18491.75,2269,2077,520,166,2763,5032,42498.75
18/10/2022,A21,22063,1673,1201,20862,22624.25,1273,660.25,0,0,23736,24557.5,2196,2850,394,139,3383,5579,48293.5
19/10/2022,A03,0,0,0,0,128.25,33.25,23.75,0,0,0,185.25,0,17,8,5,30,30,185.25
19/10/2022,A05,2029.5,69.5,91.5,1938,2441.5,194.75,213.75,0,0,2099,2850,204,345,72,45,462,666,4949
19/10/2022,A06,6196,739.5,334.5,5861.5,7063.25,731.5,346.75,0,0,6935.5,8141.5,617,980,212,73,1265,1882,15077
19/10/2022,A07,150,26,7.5,142.5,612.75,57,57,0,0,176,726.75,15,85,21,12,118,133,902.75
19/10/2022,A08,10407,1054,565,9842,5206,779,384.75,0,0,11461,6369.75,1036,687,189,81,957,1993,17830.75
19/10/2022,A09,4841.5,295.5,272,4569.5,3686,361,156.75,0,0,5137,4203.75,481,467,100,33,600,1081,9340.75
19/10/2022,A10,592,55,31.5,560.5,332.5,71.25,38,0,0,647,441.75,59,47,16,8,71,130,1088.75
19/10/2022,A15,5910.5,391.5,277,5633.5,6360.25,750.5,299.25,0,0,6302,7410,593,864,206,63,1133,1726,13712
19/10/2022,A16,7085.5,527.5,378.5,6707,7685.5,1534.25,864.5,0,0,7613,10084.25,706,958,344,182,1484,2190,17697.25
19/10/2022,A17,4143,291.5,219.5,3923.5,3686,707.75,337.25,0,0,4434.5,4731,413,490,173,71,734,1147,9165.5
19/10/2022,A18,14752,1316,844,13908,15261.75,1971.25,931,0,0,16068,18164,1464,1838,499,196,2533,3997,34232
19/10/2022,A19,32328.5,2756.5,1738.5,30590,29374,3163.5,1719.5,0,0,35085,34257,3220,3635,799,362,4796,8016,69342
19/10/2022,A20,17529,1406.5,961,16568,14497,1534.25,817,0,0,18935.5,16848.25,1744,1879,446,172,2497,4241,35783.75
19/10/2022,A21,17931.5,1372.5,1012,16919.5,20719.5,1263.5,536.75,0,0,19304,22519.75,1781,2634,353,113,3100,4881,41823.75
20/10/2022,A03,0,0,0,0,147.25,19,33.25,0,0,0,199.5,0,22,10,7,39,39,199.5
20/10/2022,A05,1611.5,65.5,63,1548.5,2061.5,275.5,175.75,0,0,1677,2512.75,163,293,87,37,417,580,4189.75
20/10/2022,A06,6050,597.5,331,5719,6322.25,679.25,422.75,0,0,6647.5,7424.25,602,897,207,89,1193,1795,14071.75
20/10/2022,A07,483,83,36.5,446.5,1268.25,166.25,99.75,0,0,566,1534.25,47,173,46,21,240,287,2100.25
20/10/2022,A08,11604.5,979,660.5,10944,5362.75,688.75,356.25,0,0,12583.5,6407.75,1152,689,181,75,945,2097,18991.25
20/10/2022,A09,4250,252.5,241,4009,3923.5,294.5,171,0,0,4502.5,4389,422,480,74,36,590,1012,8891.5
20/10/2022,A10,508.5,60,24,484.5,280.25,42.75,42.75,0,0,568.5,365.75,51,39,10,9,58,109,934.25
20/10/2022,A15,5982.5,409,311,5671.5,6920.75,869.25,275.5,0,0,6391.5,8065.5,597,924,220,58,1202,1799,14457
20/10/2022,A16,5565.5,378,312,5253.5,7020.5,1353.75,745.75,0,0,5943.5,9120,553,894,322,157,1373,1926,15063.5
20/10/2022,A17,3940.5,314.5,188,3752.5,3776.25,769.5,470.25,0,0,4255,5016,395,498,192,99,789,1184,9271
20/10/2022,A18,11629.5,870.5,628.5,11001,13062.5,2009.25,912,0,0,12500,15983.75,1158,1532,493,192,2217,3375,28483.75
20/10/2022,A19,31857,2714,1704,30153,28785,2850,1472.5,0,0,34571,33107.5,3174,3533,717,310,4560,7734,67678.5
20/10/2022,A20,21207.5,1537.5,1124.5,20083,15746.25,1895.25,859.75,0,0,22745,18501.25,2114,2024,526,181,2731,4845,41246.25
20/10/2022,A21,22219.5,1751.5,1148.5,21071,24500.5,1643.5,707.75,0,0,23971,26851.75,2218,3109,456,149,3714,5932,50822.75
21/10/2022,A03,0,0,0,0,104.5,38,9.5,0,0,0,152,0,14,11,2,27,27,152
21/10/2022,A05,1741.5,86,88.5,1653,1942.75,299.25,199.5,0,0,1827.5,2441.5,174,280,87,42,409,583,4269
21/10/2022,A06,6649,617.5,341,6308,6992,722,475,0,0,7266.5,8189,664,947,206,100,1253,1917,15455.5
21/10/2022,A07,1410,168,70.5,1339.5,1330,147.25,152,0,0,1578,1629.25,141,175,41,32,248,389,3207.25
21/10/2022,A08,9770.5,877.5,622,9148.5,4697.75,551,232.75,0,0,10648,5481.5,963,623,158,49,830,1793,16129.5
21/10/2022,A09,2055.5,212,127,1928.5,2071,228,71.25,0,0,2267.5,2370.25,203,277,49,15,341,544,4637.75
21/10/2022,A10,499,36,24,475,323,57,23.75,0,0,535,403.75,50,43,14,5,62,112,938.75
21/10/2022,A13,308.5,11,14,294.5,137.75,14.25,4.75,0,0,319.5,156.75,31,19,3,1,23,54,476.25
21/10/2022,A15,2929.5,230,136.5,2793,5386.5,707.75,209,0,0,3159.5,6303.25,294,730,170,44,944,1238,9462.75
21/10/2022,A16,7701,548,405,7296,7500.25,1577,812.25,0,0,8249,9889.5,768,938,372,171,1481,2249,18138.5
21/10/2022,A17,4512,331,227.5,4284.5,3714.5,745.75,389.5,0,0,4843,4849.75,451,486,181,82,749,1200,9692.75
21/10/2022,A18,11002.5,1005,647.5,10355,11713.5,1581.75,855,0,0,12007.5,14150.25,1090,1390,396,180,1966,3056,26157.75
21/10/2022,A19,40257.5,3195,2191,38066.5,31426,3040,1572.25,0,0,43452.5,36038.25,4007,3867,785,331,4983,8990,79490.75
21/10/2022,A20,20969.5,1359.5,1171.5,19798,14159.75,1662.5,864.5,0,0,22329,16686.75,2084,1816,445,182,2443,4527,39015.75
21/10/2022,A21,24241.5,1700.5,1318,22923.5,25298.5,1410.75,641.25,0,0,25942,27350.5,2413,3202,420,135,3757,6170,53292.5
22/10/2022,A03,0,0,0,0,95,14.25,0,0,0,0,109.25,0,16,4,0,20,20,109.25
22/10/2022,A05,2745,95,142,2603,2009.25,152,99.75,0,0,2840,2261,274,274,48,21,343,617,5101
22/10/2022,A06,3962.5,428,229,3733.5,4327.25,399,313.5,0,0,4390.5,5039.75,393,595,110,66,771,1164,9430.25
22/10/2022,A07,1015.5,59.5,46.5,969,992.75,109.25,95,0,0,1075,1197,102,139,28,20,187,289,2272
22/10/2022,A08,11948.5,1159.5,634,11314.5,5457.75,460.75,342,0,0,13108,6260.5,1191,712,126,72,910,2101,19368.5
22/10/2022,A09,536.5,24.5,23.5,513,674.5,42.75,19,0,0,561,736.25,54,73,9,4,86,140,1297.25
22/10/2022,A10,471.5,27.5,25,446.5,128.25,38,23.75,0,0,499,190,47,17,8,5,30,77,689
22/10/2022,A13,455,18,27.5,427.5,152,23.75,23.75,0,0,473,199.5,45,20,5,5,30,75,672.5
22/10/2022,A15,3226,222.5,167,3059,3947.25,389.5,137.75,0,0,3448.5,4474.5,322,545,89,29,663,985,7923
22/10/2022,A16,7260.5,593,354,6906.5,6403,1173.25,717.25,0,0,7853.5,8293.5,727,803,270,151,1224,1951,16147
22/10/2022,A17,4717,345.5,242.5,4474.5,2883.25,513,204.25,0,0,5062.5,3600.5,471,379,124,43,546,1017,8663
22/10/2022,A18,9666,701.5,546,9120,8336.25,741,375.25,0,0,10367.5,9452.5,960,990,189,79,1258,2218,19820
22/10/2022,A19,35251.5,3018,2011,33240.5,26030,2004.5,1187.5,0,0,38269.5,29222,3499,3208,517,250,3975,7474,67491.5
22/10/2022,A20,16316.5,1331.5,879,15437.5,12692,1068.75,494,0,0,17648,14254.75,1625,1624,291,104,2019,3644,31902.75
22/10/2022,A21,20825,1731,1150.5,19674.5,20401.25,1011.75,489.25,0,0,22556,21902.25,2071,2562,285,103,2950,5021,44458.25
23/10/2022,A03,0,0,0,0,242.25,9.5,61.75,0,0,0,313.5,0,35,11,13,59,59,313.5
23/10/2022,A05,2324,62,101,2223,1572.25,190,166.25,0,0,2386,1928.5,234,209,53,35,297,531,4314.5
23/10/2022,A06,4263,380.5,235,4028,3082.75,408.5,232.75,0,0,4643.5,3724,424,408,98,49,555,979,8367.5
23/10/2022,A07,942,71,39.5,902.5,755.25,137.75,104.5,0,0,1013,997.5,95,96,31,22,149,244,2010.5
23/10/2022,A08,12836.5,1111.5,714.5,12122,4284.5,394.25,223.25,0,0,13948,4902,1276,549,111,47,707,1983,18850
23/10/2022,A09,431.5,41,23,408.5,294.5,14.25,4.75,0,0,472.5,313.5,43,41,3,1,45,88,786
23/10/2022,A10,446.5,59,19,427.5,237.5,38,14.25,0,0,505.5,289.75,45,31,9,3,43,88,795.25
23/10/2022,A15,2628.5,177.5,149,2479.5,1852.5,318.25,66.5,0,0,2806,2237.25,261,250,70,14,334,595,5043.25
23/10/2022,A16,5740,600.5,287,5453,4830.75,864.5,589,0,0,6340.5,6284.25,574,584,201,124,909,1483,12624.75
23/10/2022,A17,4771.5,323.5,240,4531.5,2607.75,498.75,232.75,0,0,5095,3339.25,477,323,110,49,482,959,8434.25
23/10/2022,A18,6297,523.5,350,5947,6806.75,541.5,332.5,0,0,6820.5,7680.75,626,796,134,70,1000,1626,14501.25
23/10/2022,A19,25811.5,2205,1396.5,24415,15228.5,1230.25,631.75,0,0,28016.5,17090.5,2570,1848,313,133,2294,4864,45107
23/10/2022,A20,12728.5,1124.5,673,12055.5,8431.25,608,470.25,0,0,13853,9509.5,1269,1061,155,99,1315,2584,23362.5
23/10/2022,A21,13050,993,728.5,12321.5,11623.25,631.75,213.75,0,0,14043,12468.75,1297,1440,169,45,1654,2951,26511.75
24/10/2022,A03,828,86,39.5,788.5,327.75,47.5,114,0,0,914,489.25,83,48,12,24,84,167,1403.25
24/10/2022,A05,1750,100.5,87.5,1662.5,2014,161.5,232.75,0,0,1850.5,2408.25,175,286,75,49,410,585,4258.75
24/10/2022,A06,5128.5,596.5,293,4835.5,6146.5,745.75,465.5,0,0,5725,7357.75,509,852,212,98,1162,1671,13082.75
24/10/2022,A07,1462,103,65.5,1396.5,1211.25,228,133,0,0,1565,1572.25,147,162,57,28,247,394,3137.25
24/10/2022,A08,16248,1317.5,896,15352,6559.75,850.25,465.5,0,0,17565.5,7875.5,1616,831,227,98,1156,2772,25441
24/10/2022,A09,422.5,53,23.5,399,237.5,23.75,14.25,0,0,475.5,275.5,42,33,7,3,43,85,751
24/10/2022,A10,490,89,24.5,465.5,209,104.5,33.25,0,0,579,346.75,49,28,22,7,57,106,925.75
24/10/2022,A13,358.5,39,16.5,342,185.25,61.75,38,0,0,397.5,285,36,22,13,8,43,79,682.5
24/10/2022,A15,4036,308,226.5,3809.5,4745.25,731.5,218.5,0,0,4344,5695.25,401,649,177,46,872,1273,10039.25
24/10/2022,A16,9995,655,495,9500,8554.75,2009.25,969,0,0,10650,11533,1000,1061,463,204,1728,2728,22183
24/10/2022,A17,5865,369.5,279,5586,3738.25,821.75,427.5,0,0,6234.5,4987.5,588,492,192,90,774,1362,11222
24/10/2022,A18,13516,1007.5,805,12711,12582.75,2066.25,945.25,0,0,14523.5,15594.25,1338,1485,493,199,2177,3515,30117.75
24/10/2022,A19,36279.5,2676.5,1918,34361.5,28006,2940.25,1472.5,0,0,38956,32418.75,3617,3443,779,310,4532,8149,71374.75
24/10/2022,A20,17870.5,1308.5,894,16976.5,13105.25,1862,736.25,0,0,19179,15703.5,1787,1695,487,155,2337,4124,34882.5
24/10/2022,A21,26363,1873.5,1444.5,24918.5,25436.25,1866.75,722,0,0,28236.5,28025,2623,3225,536,152,3913,6536,56261.5
25/10/2022,A03,1442.5,92,74.5,1368,627,209,99.75,0,0,1534.5,935.75,144,80,45,21,146,290,2470.25
25/10/2022,A05,2619.5,110,149.5,2470,2365.5,213.75,204.25,0,0,2729.5,2783.5,260,342,88,43,473,733,5513
25/10/2022,A06,4864.5,487,247.5,4617,6165.5,612.75,456,0,0,5351.5,7234.25,486,865,174,96,1135,1621,12585.75
25/10/2022,A07,915,66.5,41,874,1320.5,204.25,156.75,0,0,981.5,1681.5,92,176,48,33,257,349,2663
25/10/2022,A08,15742.5,1515,856,14886.5,7590.5,1121,532,0,0,17257.5,9243.5,1567,973,290,112,1375,2942,26501
25/10/2022,A13,746.5,56.5,34,712.5,365.75,95,57,0,0,803,517.75,75,45,21,12,78,153,1320.75
25/10/2022,A15,3156.5,298.5,145,3011.5,5149,674.5,242.25,0,0,3455,6065.75,317,692,162,51,905,1222,9520.75
25/10/2022,A16,7441,525,392,7049,9462,1638.75,1125.75,0,0,7966,12226.5,742,1179,390,237,1806,2548,20192.5
25/10/2022,A17,4323.5,408,210,4113.5,3353.5,745.75,413.25,0,0,4731.5,4512.5,433,446,179,87,712,1145,9244
25/10/2022,A18,11041.5,895,639,10402.5,12506.75,1876.25,774.25,0,0,11936.5,15157.25,1095,1489,466,163,2118,3213,27093.75
25/10/2022,A19,34916.5,2817.5,1942,32974.5,30319.25,2802.5,1510.5,0,0,37734,34632.25,3471,3793,760,318,4871,8342,72366.25
25/10/2022,A20,18861,1374.5,991.5,17869.5,14473.25,1914.25,731.5,0,0,20235.5,17119,1881,1851,484,154,2489,4370,37354.5
25/10/2022,A21,20796,1798.5,1169,19627,24918.5,1529.5,684,0,0,22594.5,27132,2066,3125,439,144,3708,5774,49726.5
26/10/2022,A03,1099.5,55,73.5,1026,565.25,171,156.75,0,0,1154.5,893,108,75,45,33,153,261,2047.5
26/10/2022,A05,1546,65,92.5,1453.5,2227.75,194.75,166.25,0,0,1611,2588.75,153,323,78,35,436,589,4199.75
26/10/2022,A06,4075.5,520.5,247,3828.5,5818.75,631.75,456,0,0,4596,6906.5,403,817,186,96,1099,1502,11502.5
26/10/2022,A07,1053.5,125.5,46.5,1007,1144.75,209,142.5,0,0,1179,1496.25,106,159,52,30,241,347,2675.25
26/10/2022,A08,12740.5,963.5,666,12074.5,6251,712.5,437,0,0,13704,7400.5,1271,822,202,92,1116,2387,21104.5
26/10/2022,A10,586.5,39.5,26,560.5,275.5,90.25,42.75,0,0,626,408.5,59,39,19,9,67,126,1034.5
26/10/2022,A13,607.5,34,28,579.5,332.5,80.75,52.25,0,0,641.5,465.5,61,42,17,11,70,131,1107
26/10/2022,A15,3597.5,303.5,187,3410.5,5514.75,788.5,194.75,0,0,3901,6498,359,748,181,41,970,1329,10399
26/10/2022,A16,6551,444.5,338,6213,8374.25,1748,1125.75,0,0,6995.5,11248,654,1048,408,237,1693,2347,18243.5
26/10/2022,A17,4379.5,440,237.5,4142,3814.25,665,413.25,0,0,4819.5,4892.5,436,501,159,87,747,1183,9712
26/10/2022,A18,8876,788,487.5,8388.5,9709,1486.75,589,0,0,9664,11784.75,883,1151,373,124,1648,2531,21448.75
26/10/2022,A19,28938,2349,1511.5,27426.5,28148.5,2759.75,1349,0,0,31287,32257.25,2887,3465,725,284,4474,7361,63544.25
26/10/2022,A20,20376.5,1513,1110.5,19266,16715.25,2341.75,926.25,0,0,21889.5,19983.25,2028,2109,583,195,2887,4915,41872.75
26/10/2022,A21,24075.5,2180.5,1323,22752.5,28267.25,2052,878.75,0,0,26256,31198,2395,3582,615,185,4382,6777,57454
27/10/2022,A03,1252,89.5,64.5,1187.5,641.25,185.25,185.25,0,0,1341.5,1011.75,125,84,46,39,169,294,2353.25
27/10/2022,A05,1444.5,49.5,67,1377.5,1919,218.5,180.5,0,0,1494,2318,145,273,78,38,389,534,3812
27/10/2022,A06,4258.5,500,268.5,3990,5994.5,636.5,389.5,0,0,4758.5,7020.5,420,831,174,82,1087,1507,11779
27/10/2022,A07,972.5,112,51,921.5,1045,128.25,137.75,0,0,1084.5,1311,97,147,32,29,208,305,2395.5
27/10/2022,A08,11827,955,664.5,11162.5,4683.5,565.25,242.25,0,0,12782,5491,1175,598,149,51,798,1973,18273
27/10/2022,A09,590.5,104.5,39.5,551,484.5,38,28.5,0,0,695,551,58,65,9,6,80,138,1246
27/10/2022,A10,610,69,40,570,299.25,80.75,61.75,0,0,679,441.75,60,40,18,13,71,131,1120.75
27/10/2022,A13,329.5,33,16,313.5,66.5,14.25,9.5,0,0,362.5,90.25,33,9,3,2,14,47,452.75
27/10/2022,A15,3245,278,148,3097,4683.5,665,180.5,0,0,3523,5529,326,637,151,38,826,1152,9052
27/10/2022,A16,6129,400,305.5,5823.5,8070.25,1558,931,0,0,6529,10559.25,613,1022,373,196,1591,2204,17088.25
27/10/2022,A17,4610,375,230.5,4379.5,3363,603.25,403.75,0,0,4985,4370,461,449,154,85,688,1149,9355
