Fecha,Efectivo,Overpay,Monto Pasajes,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error,Monto Total Efectivo,Monto Total Tarjetas,Ingreso_Total
2021-01-02,185965.5,7384.5,178581.0,129105.0,19646.0,0.0,299526.6,2318.0,491850.1,148751.0,636561.1
2021-01-04,302747.3,11648.3,291099.0,239219.5,37648.5,0.0,593271.25,5263.5,907732.05,276868.0,1178150.05
2021-01-05,273635.5,10523.5,263112.0,242596.75,35544.25,0.0,469742.35,3725.0,752662.85,278141.0,1025243.85
2021-01-06,280907.8,10860.8,270047.0,241675.25,35387.5,0.0,423202.7,3089.5,712240.0,277062.75,984262.75
2021-01-07,273954.2,10671.2,263283.0,240202.75,34190.5,0.0,420795.95,3160.0,702000.15,274393.25,972303.3999999999
2021-01-08,290559.8,11240.8,279319.0,249099.5,34803.25,0.0,467510.1,4026.0,767317.9,283902.75,1045998.65
2021-01-09,242748.2,9599.2,233149.0,181288.5,23821.25,0.0,388182.85,4177.0,639480.05,205109.75,840217.8
2021-01-11,302396.1,11544.1,290852.0,252016.0,36651.0,0.0,582039.85,3962.4,893758.35,288667.0,1177065.3499999999
2021-01-12,294276.1,11423.1,282853.0,248933.25,36632.0,0.0,436788.2,3092.5,739091.8,285565.25,1019722.05
2021-01-13,276389.1,10655.1,265734.0,245888.5,33178.75,0.0,414927.7,3553.2,698980.0,279067.25,973937.25
2021-01-14,267946.3,10420.3,257526.0,238165.0,32138.5,0.0,424015.85,3195.5,699017.65,270303.5,965461.15
2021-01-15,301179.1,11666.6,289512.5,254258.0,36261.5,0.0,519574.4,3707.9,829291.4,290519.5,1114980.9
2021-01-16,242514.8,9717.3,232797.5,187596.5,23146.75,0.0,444685.05,3855.5,695585.35,210743.25,901798.6
2021-01-18,280453.0,10938.0,269515.0,234255.75,31706.25,0.0,574181.35,4244.0,864810.35,265962.0,1124840.35
2021-01-19,262994.7,10323.2,252671.5,234483.75,31350.0,0.0,430994.95,3461.5,702631.15,265833.75,963284.8999999999
2021-01-20,246171.2,9725.7,236445.5,232783.25,30058.0,0.0,392317.35,3809.0,646807.5499999999,262841.25,905138.8
2021-01-21,246701.6,9809.6,236892.0,230873.75,29326.5,0.0,395464.85,2800.0,648969.95,260200.25,905166.7
2021-01-22,260338.2,10374.2,249964.0,233234.5,29934.5,0.0,433061.2,3263.5,700512.9,263169.0,959831.9
2021-01-23,236171.8,9682.3,226489.5,186836.5,22234.75,0.0,394058.8,3241.4,637402.0,209071.25,842543.25
2021-01-25,224805.7,8994.2,215811.5,233923.25,31388.0,0.0,551309.9,4160.5,784806.1,265311.25,1045587.3500000001
2021-01-26,243981.1,9701.6,234279.5,234859.0,30680.25,0.0,418940.9,2938.5,669670.5,265539.25,931399.75
2021-01-27,236658.1,9484.6,227173.5,231044.75,29934.5,0.0,391095.85,2534.5,633779.45,260979.25,891267.7
2021-01-28,236772.1,9361.1,227411.0,234303.25,30628.0,0.0,397547.55,3063.0,640932.65,264931.25,902313.8999999999
2021-01-29,268005.5,10698.0,257307.5,243922.0,33102.75,0.0,482212.8,4058.0,758356.3,277024.75,1031301.05
2021-01-30,236706.8,9580.8,227126.0,193553.0,24833.0,0.0,455662.8,4636.5,702312.1,218386.0,915392.1
2021-02-01,168186.6,6952.6,161234.0,125134.0,18795.75,0.0,299328.2,2266.5,472601.3,143929.75,613711.05
2021-02-02,291403.2,11561.7,279841.5,245204.5,36641.5,166.25,565663.0,3862.5,866355.7,282012.25,1142940.95
2021-02-03,274695.5,10928.0,263767.5,242929.25,34456.5,783.75,440712.45,3291.5,722661.45,278169.5,996868.95
2021-02-04,252738.7,10023.2,242715.5,243071.75,33862.75,1111.5,414265.85,3816.5,674551.05,278046.0,948867.0499999999
2021-02-05,277832.3,10977.3,266855.0,253089.5,33463.75,1463.0,457977.6,4111.5,743751.4,288016.25,1027937.65
2021-02-06,255504.3,10261.8,245242.5,198284.0,24272.5,1182.75,415472.7,3282.0,677679.0,223739.25,897998.25
2021-02-08,283901.9,11204.4,272697.5,241105.25,32922.25,2061.5,556667.65,4337.0,848926.55,276089.0,1120995.55
2021-02-09,268705.4,10390.9,258314.5,245446.75,32380.75,2603.0,435047.65,4108.5,711921.55,280430.5,988292.05
2021-02-10,267081.8,10505.8,256576.0,246487.0,31929.5,2973.5,406579.9,2661.0,680582.7,281390.0,957712.7000000001
2021-02-11,261553.4,10230.9,251322.5,240601.75,30642.25,2992.5,398831.6,3094.5,667479.5,274236.5,937716.0
2021-02-12,276179.7,10825.7,265354.0,250225.25,32860.5,3624.25,469644.85,4052.7,753678.25,286710.0,1036587.2499999999
2021-02-13,266193.5,10710.0,255483.5,207883.75,25469.5,2935.5,443988.65,3750.0,717217.15,236288.75,950220.9
2021-02-15,287933.1,11445.1,276488.0,254880.25,33991.0,4716.75,666515.85,4851.0,963989.95,293588.0,1252887.95
2021-02-16,277128.5,11138.0,265990.5,242449.5,32281.0,4431.75,483480.4,4199.5,769518.4,279162.25,1043970.65
2021-02-17,271660.7,10828.7,260832.0,258837.0,33345.0,4987.5,463370.2,3751.0,743506.9,297169.5,1035951.3999999999
2021-02-18,288249.5,11381.5,276868.0,260205.0,34000.5,5296.25,443090.5,2950.0,738130.0,299501.75,1033791.75
2021-02-19,298582.6,11882.1,286700.5,266869.25,33938.75,5434.0,490371.95,2497.0,796401.55,306242.0,1097693.55
2021-02-20,278073.2,11151.7,266921.5,217426.5,25184.5,4156.25,441656.9,2769.0,727260.1,246767.25,969266.35
2021-02-22,294180.6,11726.6,282454.0,261349.75,32979.25,6274.75,596087.1,2761.5,898009.2,300603.75,1193632.95
2021-02-23,280300.8,11127.8,269173.0,265301.75,33216.75,6593.0,459857.65,2380.0,747258.45,305111.5,1047649.9500000001
2021-02-24,288386.3,11470.8,276915.5,267045.0,32756.0,6602.5,427287.9,3162.0,722946.2,306403.5,1025239.7000000001
2021-02-25,294915.5,11673.0,283242.5,265705.5,34565.75,6958.75,445605.55,2793.0,747724.05,307230.0,1050544.05
2021-02-26,307224.5,12164.0,295060.5,274360.0,35268.75,7733.0,542823.9,3555.0,857783.4,317361.75,1170965.15
2021-02-27,300483.4,11920.9,288562.5,230603.0,27008.5,6046.75,523361.95,3453.0,832248.35,263658.25,1090956.6
2021-02-28,189170.5,7739.5,181431.0,127195.5,15570.5,4232.25,296002.3,3002.5,492065.3,146998.25,635173.55
2021-03-01,311446.1,12376.6,299069.5,271899.5,35235.5,9063.0,675225.2,3388.5,995719.8,316198.0,1306257.7999999998
2021-03-02,300309.0,11993.5,288315.5,275922.75,34409.0,8649.75,499572.7,2803.5,806975.2,318981.5,1121666.7
2021-03-03,291740.5,11490.5,280250.0,272493.25,32751.25,9428.75,445560.0,2609.5,743755.0,314673.25,1054583.25
2021-03-04,287329.8,11383.3,275946.5,271495.75,32542.25,9623.5,447829.95,3065.0,741674.75,313661.5,1051886.25
2021-03-05,300851.5,12080.0,288771.5,277989.0,33435.25,10583.0,500413.9,2745.0,807681.4,322007.25,1126017.65
2021-03-06,290664.7,11649.7,279015.0,229586.5,24704.75,7804.25,469706.95,3360.0,767371.65,262095.5,1025827.1499999999
2021-03-08,300299.8,11993.8,288306.0,266047.5,31483.0,10426.25,619074.5,3997.5,927291.8,307956.75,1231328.55
2021-03-09,267115.2,10662.7,256452.5,269372.5,31383.25,10635.25,466956.1,2863.9,740228.2,311391.0,1048326.2
2021-03-10,284703.6,11388.6,273315.0,270479.25,30846.5,11115.0,437400.3,2270.5,726134.4,312440.75,1036815.1499999999
2021-03-11,282160.3,11153.8,271006.5,268840.5,30960.5,11566.25,427422.6,2834.5,713517.4,311367.25,1023784.65
2021-03-12,301721.0,11971.0,289750.0,276739.75,32551.75,12905.75,531211.45,2513.5,836785.95,322197.25,1157643.2
2021-03-13,283615.2,11535.2,272080.0,229885.75,24310.5,9295.75,492795.5,3805.0,781335.7,263492.0,1043707.7
2021-03-14,188537.7,7838.2,180699.5,126350.0,14506.5,6374.5,263696.4,2126.5,454790.6,147231.0,601591.6000000001
2021-03-15,195334.7,8032.7,187302.0,147910.25,17413.5,7733.0,343666.8,1639.0,541140.5,173056.75,713697.25
2021-03-16,304623.3,11985.3,292638.0,278530.5,33953.0,13475.75,641669.15,2930.0,949842.45,325959.25,1275181.7000000002
2021-03-17,308599.5,12285.0,296314.5,277913.0,32171.75,13266.75,474088.1,3804.5,786842.1,323351.5,1109843.6
2021-03-18,303869.4,12076.9,291792.5,282971.75,31364.25,13751.25,457426.1,2717.0,764452.5,328087.25,1092099.75
2021-03-19,324921.5,12989.0,311932.5,286021.25,33026.75,15323.5,502531.95,3727.5,831440.95,334371.5,1165552.45
2021-03-20,305735.3,12232.8,293502.5,233738.0,26239.0,12977.0,474770.1,4001.9,784647.3,272954.0,1057461.2999999998
2021-03-21,203996.9,8448.9,195548.0,133209.0,17223.5,8968.0,286132.4,1533.0,491722.3,159400.5,651062.8
2021-03-22,308247.3,12284.3,295963.0,272065.75,31806.0,16126.25,621018.5,3627.0,932992.8,319998.0,1252890.8
2021-03-23,293628.2,11620.7,282007.5,272498.0,29887.0,15138.25,472387.8,3171.0,769187.0,317523.25,1086710.25
2021-03-24,297954.8,11900.3,286054.5,279575.5,29953.5,16216.5,445389.23,2903.0,746247.03,325745.5,1071992.53
2021-03-25,301260.7,11909.7,289351.0,273509.75,30623.25,16107.25,447712.55,2452.5,751425.75,320240.25,1071666.0
2021-03-26,328157.1,13089.6,315067.5,286406.0,32922.25,19171.0,513111.6,2086.5,843355.2,338499.25,1181854.45
2021-03-27,294142.9,11973.9,282169.0,235424.25,24035.0,14687.0,462450.4,2923.5,759516.8,274146.25,1033663.05
2021-03-28,204178.2,8411.7,195766.5,133608.0,15494.5,10051.0,269134.8,2357.0,475670.0,159153.5,634823.5
2021-03-29,308666.0,12418.0,296248.0,258860.75,27987.0,17361.25,565389.6,2923.5,876979.1,304209.0,1181188.1
2021-03-30,296695.0,11885.0,284810.0,262694.0,28585.5,17332.75,462311.6,1599.0,760605.6,308612.25,1069217.85
2021-03-31,305666.9,12192.9,293474.0,269120.75,29103.25,17722.25,499168.35,1719.5,806554.75,315946.25,1122501.0
2021-04-01,229903.5,9484.5,220419.0,191605.5,18420.5,11780.0,380311.5,1470.0,611685.0,221806.0,833491.0
2021-04-03,240708.6,9735.1,230973.5,167489.75,16758.0,10744.5,318228.5,1411.5,560348.6,194992.25,755340.85
2021-04-05,304039.3,12085.3,291954.0,265848.0,27816.0,17356.5,623479.8,1660.5,929179.6,311020.5,1240200.1
2021-04-06,295181.5,11673.0,283508.5,270327.25,27645.0,17009.75,487517.8,1698.5,784397.8,314982.0,1099379.8
2021-04-07,282635.9,11391.9,271244.0,270778.5,26457.5,16767.5,449567.1,1832.5,734035.5,314003.5,1048039.0
2021-04-08,284027.8,11472.8,272555.0,266589.0,25474.25,16059.75,436730.95,1738.5,722497.25,308123.0,1030620.25
2021-04-09,298438.3,12041.8,286396.5,269638.5,25773.5,17138.0,483374.6,1991.5,783804.4,312550.0,1096354.4
2021-04-10,309970.2,12658.2,297312.0,234517.0,21631.5,14273.75,460443.4,1854.5,772268.1,270422.25,1042690.35
2021-04-11,183267.6,7593.6,175674.0,128150.25,13319.0,8920.5,269722.5,1323.5,454313.6,150389.75,604703.35
2021-04-12,303514.4,12272.9,291241.5,263482.5,27578.5,16520.5,610315.5,2410.0,916239.9,307581.5,1223821.4
2021-04-13,294309.4,11969.4,282340.0,276041.5,27345.75,16857.75,473965.7,2633.0,770908.1,320245.0,1091153.1
2021-04-14,301888.9,12167.4,289721.5,277257.5,27597.5,16986.0,466712.3,1474.5,770075.7,321841.0,1091916.7
2021-04-15,304515.4,12285.9,292229.5,280221.5,28129.5,17537.0,526086.05,2382.0,832983.45,325888.0,1158871.4500000002
2021-04-16,313898.2,12719.7,301178.5,288876.0,28234.0,18311.25,577800.4,1876.0,893574.6,335421.25,1228995.85
2021-04-17,307883.7,12566.7,295317.0,241148.0,21484.25,14644.25,500155.7,1894.5,809933.9,277276.5,1087210.4
2021-04-18,197051.5,8182.0,188869.5,131997.75,13133.75,9224.5,285804.7,940.5,483796.7,154356.0,638152.7
2021-04-19,313518.0,12729.0,300789.0,277352.5,27977.5,18534.5,642967.0,2170.7,958655.7,323864.5,1282520.2
2021-04-20,297992.0,12032.5,285959.5,285194.75,27326.75,18653.25,496220.2,1962.5,796174.7,331174.75,1127349.45
2021-04-21,291144.4,11682.9,279461.5,280862.75,26785.25,18349.25,449927.8,1516.0,742588.2,325997.25,1068585.45
2021-04-22,296323.8,11941.3,284382.5,278378.5,27279.25,17955.0,455699.05,2016.0,754038.85,323612.75,1077651.6
2021-04-23,317391.9,12840.9,304551.0,284496.5,27497.75,19503.5,503945.45,1634.0,822971.35,331497.75,1154469.1
2021-04-24,317520.3,13064.3,304456.0,244064.5,21180.25,15437.5,478482.3,2699.0,798701.6,280682.25,1079383.85
2021-04-25,182777.4,7777.9,174999.5,128079.0,12259.75,9091.5,277269.2,1546.0,461592.6,149430.25,611022.8500000001
2021-04-26,308379.1,12444.6,295934.5,271096.75,26794.75,18069.0,599543.6,2345.5,910268.2,315960.5,1226228.7
2021-04-27,280508.4,11449.4,269059.0,280862.75,27402.75,19123.5,490576.7,1932.0,773017.1,327389.0,1100406.1
2021-04-28,296454.0,11957.5,284496.5,282772.25,26894.5,18767.25,454199.8,2401.5,753055.3,328434.0,1081489.3
2021-04-29,309474.2,12409.2,297065.0,282107.25,27740.0,19589.0,471564.4,1680.0,782718.6,329436.25,1112154.85
2021-04-30,350313.0,14098.5,336214.5,300157.25,29364.5,21603.0,604889.3,2451.5,957653.8,351124.75,1308778.55
2021-05-01,274914.9,11280.4,263634.5,192394.0,18468.0,13580.25,424366.8,1853.0,701134.7,224442.25,925576.95
2021-05-02,206724.2,8535.2,198189.0,137621.75,13466.25,10564.0,303944.4,1619.2,512287.8,161652.0,673939.8
2021-05-03,333948.2,13418.2,320530.0,280896.0,28747.0,20216.0,720415.1,2497.5,1056860.8,329859.0,1386719.7999999998
2021-05-04,332070.6,13355.1,318715.5,287033.0,30694.5,22443.75,532368.8,2225.5,866664.9,340171.25,1206836.15
2021-05-05,314308.1,12740.1,301568.0,274801.75,28200.75,21132.75,461530.69999999995,1955.0,777793.8,324135.25,1101929.0499999998
2021-05-06,317817.7,12943.7,304874.0,287731.25,30295.5,22386.75,478312.5,2409.5,798539.7,340413.5,1138953.2
2021-05-07,350099.4,14302.9,335796.5,300252.25,29459.5,23032.75,525609.15,1703.5,877412.05,352744.5,1230156.55
2021-05-08,323019.2,13186.2,309833.0,251745.25,22320.25,17142.75,489487.75,2167.0,814673.95,291208.25,1105882.2
2021-05-09,200346.8,8399.3,191947.5,135398.75,13015.0,9338.5,280334.2,1495.5,482176.5,157752.25,639928.75
2021-05-10,294196.0,12112.5,282083.5,259454.5,23398.5,17062.0,564038.3,1581.5,859815.8,299915.0,1159730.8
2021-05-11,307024.1,12429.1,294595.0,282544.25,27502.5,19722.0,520381.3,1772.5,829177.9,329768.75,1158946.65
2021-05-12,318260.8,12930.8,305330.0,291156.0,27825.5,19631.75,482061.1,2044.5,802366.4,338613.25,1140979.65
2021-05-13,325000.8,13144.3,311856.5,286216.0,28880.0,20710.0,469975.75,1987.0,796963.55,335806.0,1132769.55
2021-05-14,353215.9,14179.9,339036.0,302404.0,30328.75,22372.5,587066.8,2772.5,943055.2,355105.25,1298160.4500000002
2021-05-15,270178.0,11075.0,259103.0,216680.75,18525.0,13860.5,486695.0,1781.5,758654.5,249066.25,1007720.75
2021-05-16,209783.7,8744.7,201039.0,141426.5,14207.25,10825.25,320904.2,1224.0,531911.9,166459.0,698370.9
2021-05-17,334017.1,13449.1,320568.0,292167.75,29255.25,19199.5,713619.28,2332.5,1049968.88,340622.5,1390591.38
2021-05-18,325734.8,13213.3,312521.5,298618.25,28837.25,20306.25,526454.6,1770.0,853959.4,347761.75,1201721.15
2021-05-19,311964.6,12629.1,299335.5,295236.25,28025.0,19228.0,483341.55,1934.5,797240.65,342489.25,1139729.9
2021-05-20,313922.4,12639.4,301283.0,290752.25,28006.0,19194.75,467957.2,2573.7,784453.3,337953.0,1122406.3
2021-05-21,329420.6,13431.6,315989.0,294918.0,28979.75,19959.5,537976.4,2352.5,869749.5,343857.25,1213606.75
2021-05-22,321237.3,13180.8,308056.5,259046.0,23051.75,16292.5,499375.08,2033.2,822645.58,298390.25,1121035.83
2021-05-23,208567.4,8772.9,199794.5,141469.25,13651.5,9457.25,294492.3,1494.5,504554.2,164578.0,669132.2
2021-05-24,322348.6,13228.1,309120.5,285508.25,29098.5,18805.25,653654.3,1832.5,977835.4,333412.0,1311247.4
2021-05-25,319361.1,13109.6,306251.5,294015.5,29635.25,18962.0,514012.4,1850.0,835223.5,342612.75,1177836.25
2021-05-26,308225.1,12556.6,295668.5,293402.75,28908.5,18577.25,475040.9,1652.0,784918.0,340888.5,1125806.5
2021-05-27,310519.1,12570.6,297948.5,287004.5,28295.75,18330.25,468168.2,2311.0,780998.3,333630.5,1114628.8
2021-05-28,339215.1,13792.6,325422.5,299653.75,29782.5,19342.0,565968.25,1883.0,907066.35,348778.25,1255844.6
2021-05-29,321141.5,13256.0,307885.5,248990.25,21370.25,14706.0,528658.7,1742.0,851542.2,285066.5,1136608.7
2021-05-30,215180.2,9039.7,206140.5,142020.25,14193.0,9580.75,305416.8,1408.0,522005.0,165794.0,687799.0
2021-05-31,329689.0,13472.0,316217.0,294224.5,29445.25,18159.25,717668.85,2323.0,1049680.85,341829.0,1391509.85
2021-06-01,337152.8,13763.3,323389.5,298798.75,32043.5,20187.5,581324.2,2296.5,920773.5,351029.75,1271803.25
2021-06-02,313884.6,12554.1,301330.5,295796.75,31017.5,19427.5,496053.3,2634.0,812571.9,346241.75,1158813.65
2021-06-03,317573.3,12993.8,304579.5,295530.75,30466.5,18824.25,481134.9,2309.5,801017.7,344821.5,1145839.2000000002
2021-06-04,334535.2,13625.2,320910.0,301378.0,31093.5,18477.5,534267.5,2279.0,871081.7,350949.0,1222030.7
2021-06-05,308710.8,12595.8,296115.0,247950.0,23156.25,14402.0,508211.15,2219.5,819141.45,285508.25,1104649.7000000002
2021-06-06,193193.6,8105.1,185088.5,135365.5,13865.25,8659.25,288718.5,1138.0,483050.1,157890.0,640940.1
2021-06-07,328209.5,13427.0,314782.5,288538.75,29720.75,18026.25,676544.8,2368.0,1007122.3,336285.75,1343408.05
2021-06-08,321607.8,13038.3,308569.5,296457.0,31183.75,19465.5,529174.95,2050.0,852832.75,347106.25,1199939.0
2021-06-09,322835.7,12926.7,309909.0,301463.5,31839.25,19147.25,480378.4,1741.7,804955.8,352450.0,1157405.8
2021-06-10,305085.3,12456.8,292628.5,293915.75,31711.0,18791.0,468854.8,1825.0,775765.1,344417.75,1120182.85
2021-06-11,325650.4,13318.9,312331.5,298817.75,32694.25,19071.25,541850.5,2976.0,870476.9,350583.25,1221060.15
2021-06-12,302718.2,12493.2,290225.0,245532.25,22861.75,13851.0,484075.1,1409.5,788202.8,282245.0,1070447.7999999998
2021-06-14,323479.9,13219.4,310260.5,293702.0,31867.75,18073.75,685622.9,2476.5,1011579.3,343643.5,1355222.8
2021-06-15,325643.6,13321.6,312322.0,306056.75,33896.0,19503.5,618180.8,2078.0,945902.4,359456.25,1305358.65
2021-06-16,327360.3,13489.8,313870.5,306626.75,33763.0,18719.75,573533.8,2523.5,903417.6,359109.5,1262527.1
2021-06-17,326285.5,13203.5,313082.0,308127.75,33539.75,19199.5,511509.2,2416.0,840210.7,360867.0,1201077.7
2021-06-18,343756.7,14059.2,329697.5,313856.25,34618.0,19878.75,572198.9,2740.0,918695.6,368353.0,1287048.6
2021-06-19,319904.0,13177.5,306726.5,245005.0,22291.75,13361.75,456852.6,1961.2,778717.8,280658.5,1059376.3
2021-06-20,200429.7,8368.2,192061.5,140167.75,14387.75,8393.25,308525.6,1367.0,510322.3,162948.75,673271.05
2021-06-21,325510.0,13330.5,312179.5,293284.0,33558.75,18292.25,698450.35,2978.5,1026938.85,345135.0,1372073.85
2021-06-22,297166.5,12109.5,285057.0,295896.5,31654.0,16990.75,524537.55,2313.5,824017.55,344541.25,1168558.8
2021-06-23,284610.6,11761.1,272849.5,282553.75,30699.25,16287.75,442982.4,2055.0,729648.0,329540.75,1059188.75
2021-06-24,292889.8,12041.3,280848.5,280853.25,32547.0,17665.25,462656.15,2462.2,758008.15,331065.5,1089073.6500000001
2021-06-25,306847.2,12318.7,294528.5,283427.75,32623.0,18244.75,531854.5,2823.0,841524.7,334295.5,1175820.2
2021-06-26,284278.2,11837.2,272441.0,237599.75,24400.75,13233.5,488775.35,2113.0,775166.55,275234.0,1050400.5499999998
2021-06-27,177281.6,7535.6,169746.0,130150.0,14421.0,7695.0,278874.3,1599.5,457755.4,152266.0,610021.3999999999
2021-06-28,314089.1,12739.6,301349.5,289550.5,32718.0,16501.5,660437.3,2345.5,976871.9,338770.0,1315641.9
2021-06-29,310553.9,12652.9,297901.0,299839.0,34090.75,17551.25,547045.0,2386.0,859984.9,351481.0,1211465.9
2021-06-30,314662.6,12819.1,301843.5,302613.0,34955.25,17579.75,569705.85,2256.0,886624.45,355148.0,1241772.45
2021-07-01,289240.8,12002.3,277238.5,282705.75,34247.5,16881.5,523774.55,2313.5,815328.85,333834.75,1149163.6
2021-07-02,313663.6,12969.6,300694.0,299197.75,35758.0,18620.0,575425.9,2579.5,891669.0,353575.75,1245244.75
2021-07-03,296357.2,12326.2,284031.0,242397.25,25569.25,13342.75,519458.9,2559.0,818375.1,281309.25,1099684.35
2021-07-04,200943.5,8435.5,192508.0,143103.25,16530.0,8673.5,309676.6,1142.0,511762.1,168306.75,680068.85
2021-07-05,332585.0,13613.0,318972.0,297093.5,36256.75,17898.0,686959.9,3188.5,1022733.4,351248.25,1373981.65
2021-07-06,306711.8,12268.8,294443.0,303833.75,36807.75,18050.0,549118.1,2388.0,858217.9,358691.5,1216909.4
2021-07-07,322527.2,13121.7,309405.5,303126.0,36209.25,17907.5,497911.3,2010.4,822448.9,357242.75,1179691.65
2021-07-08,306634.0,12514.0,294120.0,287935.5,35116.75,17138.0,468702.1,1786.5,777122.6,340190.25,1117312.85
2021-07-09,296267.0,12103.0,284164.0,296471.25,35154.75,17342.25,515555.65,2231.0,814053.65,348968.25,1163021.9
2021-07-10,295198.8,12222.3,282976.5,245038.25,25483.75,12430.75,500747.5,1781.5,797727.8,282952.75,1080680.55
2021-07-11,191489.7,8054.2,183435.5,136277.5,16007.5,8155.75,296704.9,1413.5,489608.1,160440.75,650048.8500000001
2021-07-12,321963.6,13175.6,308788.0,289436.5,35216.5,16135.75,658484.6,2539.5,982987.7,340788.75,1323776.45
2021-07-13,318151.4,12944.9,305206.5,294538.0,36019.25,16610.75,506810.3,1984.5,826946.2,347168.0,1174114.2
2021-07-14,320921.5,13093.0,307828.5,303971.5,36513.25,16278.25,539252.7,2105.5,862279.7,356763.0,1219042.7
2021-07-15,327968.5,13366.5,314602.0,303107.0,36366.0,16800.75,572157.9,2464.5,902590.9,356273.75,1258864.65
2021-07-16,321786.2,13416.2,308370.0,284710.25,33131.25,15204.75,553191.0,2884.5,877861.7,333046.25,1210907.95
2021-07-17,310965.3,12864.8,298100.5,245100.0,26628.5,11813.25,544933.5,2128.5,858027.3,283541.75,1141569.05
2021-07-18,200092.0,8201.5,191890.5,147093.25,16392.25,7975.25,336499.6,1329.0,537920.6,171460.75,709381.35
2021-07-19,336122.0,13768.0,322354.0,292153.5,35074.0,16283.0,687002.6,1951.0,1025075.6,343510.5,1368586.1
2021-07-20,330939.5,13563.5,317376.0,306707.5,36969.25,17418.25,570776.65,1718.0,903434.15,361095.0,1264529.15
2021-07-21,317752.0,13058.5,304693.5,293977.5,33497.0,14848.5,487026.1,1863.0,806641.1,342323.0,1148964.1
2021-07-22,301801.6,12564.6,289237.0,288738.25,33957.75,15109.75,468915.2,1694.0,772410.8,337805.75,1110216.55
2021-07-23,321723.2,13419.7,308303.5,292932.5,34542.0,15494.5,524101.6,2197.0,848021.8,342969.0,1190990.7999999998
2021-07-24,300012.4,12713.4,287299.0,243375.75,25892.25,11309.75,496211.35,2109.0,798332.75,280577.75,1078910.5
2021-07-25,189834.7,8052.2,181782.5,132263.75,15736.75,6721.25,285050.3,1159.0,476044.0,154721.75,630765.75
2021-07-26,318504.4,13212.4,305292.0,284121.25,33801.0,14734.5,676208.1,2537.0,997249.5,332656.75,1329906.25
2021-07-27,294345.6,12186.1,282159.5,285427.5,33074.25,15219.0,509638.3,2254.0,806237.9,333720.75,1139958.65
2021-07-28,298341.1,12381.6,285959.5,286966.5,32984.0,14492.25,476098.2,1660.5,776099.7999999999,334442.75,1110542.55
2021-07-29,296683.9,12234.9,284449.0,286225.5,33820.0,15067.0,471146.9,2246.0,770076.8,335112.5,1105189.3
2021-07-30,317733.2,13134.7,304598.5,295250.5,35240.25,15936.25,610113.35,2016.5,929863.05,346427.0,1276290.0499999998
2021-07-31,306838.1,12946.1,293892.0,252970.75,30143.5,7381.5,587268.9,3043.0,897150.0,290495.75,1187645.75
2021-08-01,195881.2,8265.7,187615.5,138424.5,20577.0,2265.75,334264.8,1751.2,531897.2,161267.25,693164.45
2021-08-02,321142.5,13086.0,308056.5,290267.75,42360.5,5647.75,713687.38,2538.5,1037368.38,338276.0,1375644.38
2021-08-03,316733.4,13008.9,303724.5,285114.0,41367.75,6118.0,533868.4,2430.5,853032.3,332599.75,1185632.05
2021-08-04,309920.3,12636.8,297283.5,288044.75,39396.5,6474.25,498911.7,1815.5,810647.5,333915.5,1144563.0
2021-08-05,308605.1,12708.6,295896.5,284933.5,39377.5,6745.0,500741.0,2035.5,811381.6,331056.0,1142437.6
2021-08-06,318465.2,13135.2,305330.0,296300.25,40284.75,7875.5,554176.98,2135.0,874777.1799999999,344460.5,1219237.68
2021-08-07,298285.2,12506.2,285779.0,235524.0,29179.25,5400.75,507032.15,1756.0,807073.35,270104.0,1077177.35
2021-08-08,192731.6,8184.6,184547.0,133432.25,18116.5,3415.25,295831.1,1346.0,489908.7,154964.0,644872.7
2021-08-09,338670.5,13884.5,324786.0,288700.25,38821.75,7695.0,666337.5,2401.0,1007409.0,335217.0,1342626.0
2021-08-10,324616.2,13234.7,311381.5,289750.0,39591.25,8730.5,527932.6,2216.0,854764.8,338071.75,1192836.5499999998
2021-08-11,318643.7,12933.7,305710.0,292315.0,39871.5,8293.5,498891.2,2234.5,819769.4,340480.0,1160249.4
2021-08-12,326614.2,13361.2,313253.0,295326.5,38945.25,8436.0,505044.8,1619.2,833278.2,342707.75,1175985.95
2021-08-13,331017.1,13422.6,317594.5,298860.5,38902.5,9319.5,585775.6,2250.0,919042.7,347082.5,1266125.2
2021-08-14,310787.6,12905.6,297882.0,248102.0,28671.0,6835.25,573504.2,2536.5,886828.3,283608.25,1170436.5499999998
2021-08-15,215575.6,9007.6,206568.0,150784.0,18197.25,4398.5,335388.2,1620.5,552584.3,173379.75,725964.05
2021-08-16,324384.6,13449.6,310935.0,288790.5,38289.75,8968.0,702900.9,2218.0,1029503.5,336048.25,1365551.75
2021-08-17,303199.8,12404.8,290795.0,289056.5,36546.5,9257.75,547573.3,2227.5,853000.6,334860.75,1187861.35
2021-08-18,317189.3,12951.8,304237.5,300542.0,38047.5,10597.25,510870.35,1843.5,829903.15,349186.75,1179089.9
2021-08-19,317766.2,13063.2,304703.0,294295.75,37254.25,10174.5,482469.4,2372.0,802607.6,341724.5,1144332.1
2021-08-20,343994.1,14163.6,329830.5,304874.0,38950.0,11314.5,544499.55,2192.5,890686.15,355138.5,1245824.65
