ID Estación,Estacion,Fecha,Efectivo,Overpay,Monto Pasajes,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error,Monto Total Efectivo,Monto Total Tarjetas,Pasajes Efectivo,Pasajes Tarjeta Gral,Pasajes Tarjeta Per,Pasajes Bpd,Total Pasajes Tarjeta,Total Pasajes
7900011,Mirador,2021-01-01,"$2,609.00",$101.00,"$2,508.00","$2,451.00",$384.75,$0.00,"$4,869.70",$41.00,"$7,639.70","$2,835.75",264,268,86,0,354,618
7900012,Huentitan,2021-01-01,"$2,411.50",$93.50,"$2,318.00","$2,166.00",$337.25,$0.00,"$4,106.50",$80.00,"$6,658.00","$2,503.25",244,232,72,0,304,548
7900013,Zoologico,2021-01-01,"$3,984.50",$156.00,"$3,828.50","$2,052.00",$418.00,$0.00,"$1,130.00",$41.00,"$5,175.50","$2,470.00",403,216,88,0,304,707
7900014,Independencia Nte.,2021-01-01,"$5,797.50",$259.00,"$5,538.50","$4,284.50",$612.75,$0.00,"$9,705.40",$64.00,"$15,666.90","$4,897.25",583,482,139,0,621,"1,204"
7900015,San Patricio,2021-01-01,"$1,337.50",$55.00,"$1,282.50","$3,781.00",$584.25,$0.00,"$8,793.00",$40.00,"$10,230.50","$4,365.25",135,408,131,0,539,674
7900016,Igualdad,2021-01-01,"$2,258.00",$92.00,"$2,166.00","$1,415.50",$218.50,$0.00,"$3,024.50",$10.00,"$5,292.50","$1,634.00",228,149,46,0,195,423
7900017,Monumental,2021-01-01,"$3,594.00",$126.50,"$3,467.50","$1,263.50",$346.75,$0.00,$587.00,$0.00,"$4,181.00","$1,610.25",365,133,73,0,206,571
7900018,Monte Olivette,2021-01-01,$691.50,$26.50,$665.00,$636.50,$156.75,$0.00,"$1,706.50",$0.00,"$2,398.00",$793.25,70,67,33,0,100,170
7900019,Circunvalacion,2021-01-01,"$3,770.00",$150.50,"$3,619.50","$2,194.50",$247.00,$0.00,"$4,146.00",$20.00,"$7,996.00","$2,441.50",381,231,52,0,283,664
7900020,Ciencias de La Salud,2021-01-01,"$1,940.50",$88.00,"$1,852.50",$855.00,$209.00,$0.00,"$1,169.00",$0.00,"$3,149.50","$1,064.00",195,90,44,0,134,329
7900021,Juan Alvarez,2021-01-01,"$2,685.00",$110.50,"$2,574.50","$2,071.00",$270.75,$0.00,"$3,901.00",$27.50,"$6,633.50","$2,341.75",271,218,57,0,275,546
7900022,Alameda,2021-01-01,"$3,546.50",$145.50,"$3,401.00","$1,691.00",$308.75,$0.00,"$2,976.00",$110.00,"$6,712.50","$1,999.75",358,178,65,0,243,601
7900023,San Juan de Dios,2021-01-01,"$9,471.50",$408.50,"$9,063.00","$6,056.25","$1,201.75",$0.00,"$9,153.00",$55.00,"$18,889.50","$7,258.00",954,808,253,0,"1,061","2,015"
7900024,Bicentenario,2021-01-01,"$4,483.00",$179.50,"$4,303.50","$3,557.75",$565.25,$0.00,"$5,013.00",$94.00,"$9,690.00","$4,123.00",453,518,119,0,637,"1,090"
7900025,La  Paz,2021-01-01,"$1,154.00",$52.00,"$1,102.00",$427.50,$61.75,$0.00,$961.50,$0.00,"$2,135.50",$489.25,116,45,13,0,58,174
7900026,Ninos Heroes,2021-01-01,"$8,543.50",$345.00,"$8,198.50","$3,762.00",$470.25,$0.00,"$6,637.50",$55.00,"$15,296.00","$4,232.25",863,396,99,0,495,"1,358"
7900027,Agua Azul,2021-01-01,"$1,275.50",$50.00,"$1,225.50","$1,102.00",$104.50,$0.00,"$2,046.00",$20.00,"$3,421.50","$1,206.50",129,116,22,0,138,267
7900028,Cipres,2021-01-01,$674.50,$28.50,$646.00,$370.50,$42.75,$0.00,$908.00,$0.00,"$1,602.50",$413.25,68,39,9,0,48,116
7900029,Heroe de Nacozari,2021-01-01,"$1,716.00",$72.50,"$1,643.50",$826.50,$175.75,$0.00,"$1,706.00",$50.00,"$3,492.00","$1,002.25",173,87,37,0,124,297
7900030,Lazaro Cardenas,2021-01-01,"$3,721.40",$149.40,"$3,572.00","$2,897.50",$389.50,$0.00,"$5,896.50",$66.50,"$9,784.40","$3,287.00",376,305,82,0,387,763
7900031,El Dean,2021-01-01,$554.30,$12.80,$541.50,$513.00,$128.25,$0.00,"$1,090.00",$0.00,"$1,644.30",$641.25,57,54,27,0,81,138
7900032,Zona Industrial,2021-01-01,$811.50,$32.50,$779.00,$522.50,$95.00,$0.00,$697.50,$0.00,"$1,509.00",$617.50,82,55,20,0,75,157
7900033,Lopez de Legazpi,2021-01-01,"$1,447.50",$60.50,"$1,387.00",$817.00,$99.75,$0.00,"$1,866.00",$0.00,"$3,333.50",$916.75,146,86,21,0,107,253
7900034,Clemente Orozco,2021-01-01,$954.00,$42.00,$912.00,"$2,764.50",$479.75,$0.00,"$7,343.50",$42.00,"$8,499.50","$3,244.25",96,293,102,0,395,491
7900035,Artes Plasticas,2021-01-01,"$1,407.00",$58.00,"$1,349.00","$1,140.00",$185.25,$0.00,"$2,957.50",$0.00,"$4,424.50","$1,325.25",142,120,39,0,159,301
7900036,Escultura,2021-01-01,"$2,000.50",$91.00,"$1,909.50","$1,805.00",$285.00,$0.00,"$7,484.50",$238.50,"$9,823.50","$2,090.00",201,261,85,0,346,547
7900037,Fray  Angelico,2021-01-01,"$9,454.00",$400.50,"$9,053.50","$5,092.00",$608.00,$0.00,"$17,950.50",$496.00,"$28,380.50","$5,700.00",953,887,194,0,"1,081","2,034"
7900011,Mirador,2021-01-02,"$5,654.50",$230.00,"$5,424.50","$4,379.50",$798.00,$0.00,"$7,676.50",$60.00,"$13,551.00","$5,177.50",571,492,187,0,679,"1,250"
7900012,Huentitan,2021-01-02,"$4,147.00",$157.00,"$3,990.00","$3,477.00",$688.75,$0.00,"$7,209.50",$0.00,"$11,356.50","$4,165.75",420,367,146,0,513,933
7900013,Zoologico,2021-01-02,"$6,802.00",$266.00,"$6,536.00","$4,987.50",$712.50,$0.00,"$8,029.00",$80.00,"$15,031.00","$5,700.00",688,525,150,0,675,"1,363"
7900014,Independencia Nte.,2021-01-02,"$15,596.00",$671.50,"$14,924.50","$9,044.00","$1,235.00",$0.00,"$20,610.00",$139.50,"$36,565.50","$10,279.00","1,571","1,025",280,0,"1,305","2,876"
7900015,San Patricio,2021-01-02,"$8,763.00",$336.50,"$8,426.50","$7,049.00","$1,401.25",$0.00,"$16,418.00",$106.50,"$25,377.50","$8,450.25",887,764,308,0,"1,072","1,959"
7900016,Igualdad,2021-01-02,"$4,833.00",$197.00,"$4,636.00","$2,517.50",$479.75,$0.00,"$5,082.50",$0.00,"$9,975.50","$2,997.25",488,265,101,0,366,854
7900017,Monumental,2021-01-02,"$4,961.00",$192.00,"$4,769.00","$3,743.00",$712.50,$0.00,"$8,386.50",$40.00,"$13,427.50","$4,455.50",502,394,150,0,544,"1,046"
7900018,Monte Olivette,2021-01-02,"$1,713.00",$69.50,"$1,643.50",$845.50,$194.75,$0.00,"$1,461.50",$44.00,"$3,308.50","$1,040.25",173,89,41,0,130,303
7900019,Circunvalacion,2021-01-02,"$8,057.50",$324.50,"$7,733.00","$6,089.50",$959.50,$0.00,"$15,607.70",$326.00,"$24,091.20","$7,049.00",814,641,202,0,843,"1,657"
7900020,Ciencias de La Salud,2021-01-02,"$3,664.50",$149.50,"$3,515.00","$1,900.00",$313.50,$0.00,"$4,365.00",$77.00,"$8,106.50","$2,213.50",370,200,66,0,266,636
7900021,Juan Alvarez,2021-01-02,"$5,030.50",$204.50,"$4,826.00","$3,543.50",$479.75,$0.00,"$6,733.00",$60.00,"$11,973.50","$4,023.25",508,373,101,0,474,982
7900022,Alameda,2021-01-02,"$6,460.50",$257.00,"$6,203.50","$3,638.50",$660.25,$0.00,"$6,696.00",$20.00,"$13,236.50","$4,298.75",653,383,139,0,522,"1,175"
7900023,San Juan de Dios,2021-01-02,"$29,871.00","$1,105.00","$28,766.00","$18,966.75","$3,177.75",$0.00,"$27,247.50",$375.00,"$58,113.50","$22,144.50","3,028","2,340",669,0,"3,009","6,037"
7900024,Bicentenario,2021-01-02,"$7,072.00",$298.50,"$6,773.50","$7,367.25","$1,106.75",$0.00,"$12,896.50",$113.00,"$20,401.50","$8,474.00",713,"1,031",233,0,"1,264","1,977"
7900025,La  Paz,2021-01-02,"$1,879.00",$83.50,"$1,795.50","$1,263.50",$209.00,$0.00,"$3,485.50",$0.00,"$5,444.50","$1,472.50",189,133,44,0,177,366
7900026,Ninos Heroes,2021-01-02,"$16,386.50",$616.50,"$15,770.00","$8,835.00","$1,187.50",$0.00,"$16,576.00",$239.50,"$33,402.00","$10,022.50","1,660",930,250,0,"1,180","2,840"
7900027,Agua Azul,2021-01-02,"$3,007.50",$119.50,"$2,888.00","$2,907.00",$232.75,$0.00,"$6,172.00",$40.00,"$9,379.50","$3,139.75",304,306,49,0,355,659
7900028,Cipres,2021-01-02,"$1,750.50",$69.00,"$1,681.50","$1,216.00",$95.00,$0.00,"$2,952.00",$0.00,"$4,722.50","$1,311.00",177,128,20,0,148,325
7900029,Heroe de Nacozari,2021-01-02,"$3,144.00",$132.50,"$3,011.50","$1,548.50",$199.50,$0.00,"$3,622.50",$44.00,"$6,810.50","$1,748.00",317,163,42,0,205,522
7900030,Lazaro Cardenas,2021-01-02,"$8,151.50",$323.50,"$7,828.00","$8,835.00",$826.50,$0.00,"$21,153.50",$53.50,"$29,578.50","$9,661.50",824,930,174,0,"1,104","1,928"
7900031,El Dean,2021-01-02,"$1,186.50",$56.00,"$1,130.50","$1,187.50",$152.00,$0.00,"$3,870.50",$50.00,"$5,167.00","$1,339.50",119,125,32,0,157,276
7900032,Zona Industrial,2021-01-02,"$2,157.00",$86.00,"$2,071.00","$1,757.50",$242.25,$0.00,"$2,671.50",$20.00,"$4,848.50","$1,999.75",218,185,51,0,236,454
7900033,Lopez de Legazpi,2021-01-02,"$2,893.50",$119.50,"$2,774.00","$1,786.00",$294.50,$0.00,"$5,174.50",$22.50,"$8,170.50","$2,080.50",292,188,62,0,250,542
7900034,Clemente Orozco,2021-01-02,"$7,398.50",$283.00,"$7,115.50","$6,127.50",$897.75,$0.00,"$18,344.20",$36.00,"$26,078.70","$7,025.25",749,647,190,0,837,"1,586"
7900035,Artes Plasticas,2021-01-02,"$2,697.50",$104.00,"$2,593.50","$1,957.00",$351.50,$0.00,"$4,120.00",$100.00,"$6,997.50","$2,308.50",273,206,74,0,280,553
7900036,Escultura,2021-01-02,"$4,312.50",$180.00,"$4,132.50","$3,505.50",$655.50,$0.00,"$19,186.50",$87.50,"$23,816.50","$4,161.00",435,562,184,0,746,"1,181"
7900037,Fray  Angelico,2021-01-02,"$18,375.50",$753.00,"$17,622.50","$10,630.50","$1,382.25",$0.00,"$43,778.70",$184.00,"$62,918.20","$12,012.75","1,855","2,019",416,0,"2,435","4,290"
7900011,Mirador,2021-01-03,"$4,275.50",$171.50,"$4,104.00","$2,897.50",$517.75,$0.00,"$4,821.50",$90.00,"$9,347.00","$3,415.25",432,320,116,0,436,868
7900012,Huentitan,2021-01-03,"$3,318.50",$126.50,"$3,192.00","$2,774.00",$422.75,$0.00,"$5,432.00",$0.00,"$8,750.50","$3,196.75",336,293,90,0,383,719
7900013,Zoologico,2021-01-03,"$5,830.00",$215.50,"$5,614.50","$4,189.50",$522.50,$0.00,"$6,431.50",$48.00,"$12,309.50","$4,712.00",591,442,110,0,552,"1,143"
7900014,Independencia Nte.,2021-01-03,"$11,189.50",$483.00,"$10,706.50","$5,757.00",$788.50,$0.00,"$13,134.50",$29.00,"$24,393.00","$6,545.50","1,127",648,184,0,832,"1,959"
7900015,San Patricio,2021-01-03,"$8,449.50",$336.50,"$8,113.00","$4,588.50",$874.00,$0.00,"$11,301.50",$150.00,"$19,941.00","$5,462.50",854,493,190,0,683,"1,537"
7900016,Igualdad,2021-01-03,"$3,650.50",$145.00,"$3,505.50","$2,090.00",$380.00,$0.00,"$4,246.50",$210.00,"$8,147.00","$2,470.00",369,220,80,0,300,669
7900017,Monumental,2021-01-03,"$4,562.00",$192.00,"$4,370.00","$2,451.00",$541.50,$0.00,"$6,056.00",$94.00,"$10,852.00","$2,992.50",460,258,114,0,372,832
7900018,Monte Olivette,2021-01-03,$999.00,$39.50,$959.50,$807.50,$147.25,$0.00,"$2,040.50",$50.00,"$3,129.50",$954.75,101,85,31,0,116,217
7900019,Circunvalacion,2021-01-03,"$3,967.50",$158.00,"$3,809.50","$4,018.50",$655.50,$0.00,"$9,490.50",$40.00,"$13,668.00","$4,674.00",401,423,138,0,561,962
7900020,Ciencias de La Salud,2021-01-03,"$3,000.00",$121.50,"$2,878.50","$1,434.50",$261.25,$0.00,"$2,725.00",$85.00,"$5,870.00","$1,695.75",303,151,55,0,206,509
7900021,Juan Alvarez,2021-01-03,"$3,613.00",$155.00,"$3,458.00","$2,926.00",$299.25,$0.00,"$4,705.50",$57.00,"$8,475.50","$3,225.25",364,308,63,0,371,735
7900022,Alameda,2021-01-03,"$5,669.50",$226.00,"$5,443.50","$3,125.50",$551.00,$0.00,"$6,553.50",$40.00,"$12,343.00","$3,676.50",573,329,116,0,445,"1,018"
7900023,San Juan de Dios,2021-01-03,"$18,030.10",$730.60,"$17,299.50","$11,252.75","$1,686.25",$0.00,"$16,231.00",$20.00,"$34,751.10","$12,939.00","1,821","1,406",355,0,"1,761","3,582"
7900024,Bicentenario,2021-01-03,"$5,121.50",$200.50,"$4,921.00","$4,954.25",$907.25,$0.00,"$7,625.50",$118.00,"$12,865.00","$5,861.50",518,738,191,0,929,"1,447"
7900025,La  Paz,2021-01-03,"$1,369.00",$58.00,"$1,311.00",$883.50,$123.50,$0.00,"$1,129.50",$0.00,"$2,498.50","$1,007.00",138,93,26,0,119,257
7900026,Ninos Heroes,2021-01-03,"$12,590.50",$478.00,"$12,112.50","$5,709.50",$855.00,$0.00,"$10,145.00",$81.50,"$22,937.00","$6,564.50","1,275",601,180,0,781,"2,056"
7900027,Agua Azul,2021-01-03,"$1,850.00",$73.50,"$1,776.50","$1,919.00",$175.75,$0.00,"$3,781.50",$0.00,"$5,671.50","$2,094.75",187,202,37,0,239,426
7900028,Cipres,2021-01-03,"$1,138.00",$45.50,"$1,092.50",$399.00,$76.00,$0.00,$974.00,$0.00,"$2,112.00",$475.00,115,42,16,0,58,173
7900029,Heroe de Nacozari,2021-01-03,"$1,863.50",$77.50,"$1,786.00","$1,111.50",$247.00,$0.00,"$2,764.50",$83.00,"$4,731.00","$1,358.50",188,117,52,0,169,357
7900030,Lazaro Cardenas,2021-01-03,"$6,146.00",$246.50,"$5,899.50","$5,082.50",$608.00,$0.00,"$10,442.00",$30.00,"$16,738.00","$5,690.50",621,535,128,0,663,"1,284"
7900031,El Dean,2021-01-03,$995.50,$45.50,$950.00,$636.50,$123.50,$0.00,"$1,116.00",$0.00,"$2,111.50",$760.00,100,67,26,0,93,193
7900032,Zona Industrial,2021-01-03,"$1,285.50",$50.50,"$1,235.00",$997.50,$137.75,$0.00,"$1,455.50",$20.00,"$2,761.00","$1,135.25",130,105,29,0,134,264
7900033,Lopez de Legazpi,2021-01-03,"$2,300.00",$96.00,"$2,204.00","$1,387.00",$251.75,$0.00,"$4,331.50",$20.00,"$6,691.50","$1,638.75",232,146,53,0,199,431
7900034,Clemente Orozco,2021-01-03,"$5,894.00",$232.00,"$5,662.00","$4,351.00",$641.25,$0.00,"$10,932.00",$0.00,"$17,086.00","$4,992.25",596,458,135,0,593,"1,189"
7900035,Artes Plasticas,2021-01-03,"$1,787.00",$67.50,"$1,719.50","$1,577.00",$218.50,$0.00,"$2,620.50",$0.00,"$4,427.50","$1,795.50",181,166,46,0,212,393
7900036,Escultura,2021-01-03,"$3,426.00",$139.00,"$3,287.00","$2,470.00",$418.00,$0.00,"$10,029.50",$168.00,"$13,743.50","$2,888.00",346,370,106,0,476,822
7900037,Fray  Angelico,2021-01-03,"$12,816.10",$532.60,"$12,283.50","$7,923.00","$1,197.00",$0.00,"$36,195.00",$212.00,"$49,543.10","$9,120.00","1,293","1,326",337,0,"1,663","2,956"
7900011,Mirador,2021-01-04,"$8,214.50",$329.50,"$7,885.00","$7,419.50","$1,434.50",$0.00,"$17,286.50",$72.00,"$25,753.00","$8,854.00",830,832,325,0,"1,157","1,987"
7900012,Huentitan,2021-01-04,"$6,901.50",$270.50,"$6,631.00","$5,776.00","$1,035.50",$0.00,"$13,190.50",$100.00,"$20,192.00","$6,811.50",698,615,221,0,836,"1,534"
7900013,Zoologico,2021-01-04,"$7,459.00",$296.00,"$7,163.00","$7,248.50","$1,083.00",$0.00,"$16,364.00",$198.00,"$24,087.00","$8,331.50",754,764,229,0,993,"1,747"
7900014,Independencia Nte.,2021-01-04,"$23,208.50","$1,007.00","$22,201.50","$15,000.50","$2,085.25",$0.00,"$38,072.50",$267.50,"$61,968.50","$17,085.75","2,337","1,683",477,0,"2,160","4,497"
7900015,San Patricio,2021-01-04,"$19,267.00",$704.00,"$18,563.00","$11,447.50","$2,394.00",$0.00,"$27,706.70",$305.00,"$47,398.70","$13,841.50","1,954","1,230",515,0,"1,745","3,699"
7900016,Igualdad,2021-01-04,"$7,911.70",$321.20,"$7,590.50","$5,500.50",$926.25,$0.00,"$12,205.50",$20.00,"$20,317.20","$6,426.75",799,579,195,0,774,"1,573"
7900017,Monumental,2021-01-04,"$8,000.00",$333.50,"$7,666.50","$5,434.00","$1,106.75",$0.00,"$15,435.00",$70.00,"$23,675.00","$6,540.75",807,572,233,0,805,"1,612"
7900018,Monte Olivette,2021-01-04,"$2,420.00",$92.50,"$2,327.50","$1,881.00",$432.25,$0.00,"$3,796.50",$120.00,"$6,396.50","$2,313.25",245,198,91,0,289,534
7900019,Circunvalacion,2021-01-04,"$11,766.00",$451.50,"$11,314.50","$10,735.00","$1,904.75",$0.00,"$29,758.20",$144.50,"$42,048.70","$12,639.75","1,191","1,130",401,0,"1,531","2,722"
7900020,Ciencias de La Salud,2021-01-04,"$5,307.50",$215.50,"$5,092.00","$4,360.50",$793.25,$0.00,"$10,134.50",$5.00,"$15,527.00","$5,153.75",536,459,167,0,626,"1,162"
7900021,Juan Alvarez,2021-01-04,"$11,048.50",$437.00,"$10,611.50","$8,293.50","$1,553.25",$0.00,"$13,875.50",$340.00,"$25,464.00","$9,846.75","1,117",873,327,0,"1,200","2,317"
7900022,Alameda,2021-01-04,"$11,268.50",$448.00,"$10,820.50","$5,918.50","$1,021.25",$0.00,"$15,847.00",$55.00,"$27,290.50","$6,939.75","1,139",623,215,0,838,"1,977"
7900023,San Juan de Dios,2021-01-04,"$40,020.50","$1,555.00","$38,465.50","$30,765.75","$5,733.25",$0.00,"$47,519.25",$532.50,"$89,112.25","$36,499.00","4,049","3,874","1,207",0,"5,081","9,130"
7900024,Bicentenario,2021-01-04,"$13,316.60",$510.60,"$12,806.00","$13,542.25","$2,142.25",$0.00,"$23,339.20",$292.00,"$37,147.80","$15,684.50","1,348","1,905",451,0,"2,356","3,704"
7900025,La  Paz,2021-01-04,"$4,688.50",$176.00,"$4,512.50","$2,774.00",$465.50,$0.00,"$7,694.20",$0.00,"$12,442.70","$3,239.50",475,292,98,0,390,865
7900026,Ninos Heroes,2021-01-04,"$29,248.50",$957.50,"$28,291.00","$15,741.50","$2,641.00",$0.00,"$37,470.00",$342.50,"$67,181.00","$18,382.50","2,978","1,657",556,0,"2,213","5,191"
7900027,Agua Azul,2021-01-04,"$6,213.50",$238.00,"$5,975.50","$6,384.00",$707.75,$0.00,"$9,637.50",$80.00,"$15,991.00","$7,091.75",629,672,149,0,821,"1,450"
7900028,Cipres,2021-01-04,"$3,595.00",$146.50,"$3,448.50","$4,560.00",$332.50,$0.00,"$10,739.00",$0.00,"$14,414.00","$4,892.50",363,480,70,0,550,913
7900029,Heroe de Nacozari,2021-01-04,"$4,502.00",$170.00,"$4,332.00","$3,809.50",$665.00,$0.00,"$9,659.50",$10.00,"$14,271.50","$4,474.50",456,401,140,0,541,997
7900030,Lazaro Cardenas,2021-01-04,"$15,234.00",$537.50,"$14,696.50","$18,211.50","$1,567.50",$0.00,"$42,667.50",$709.50,"$59,051.00","$19,779.00","1,547","1,917",330,0,"2,247","3,794"
7900031,El Dean,2021-01-04,"$2,823.50",$116.00,"$2,707.50","$3,154.00",$456.00,$0.00,"$10,228.00",$0.00,"$13,211.50","$3,610.00",285,332,96,0,428,713
7900032,Zona Industrial,2021-01-04,"$3,885.50",$152.00,"$3,733.50","$4,940.00",$641.25,$0.00,"$8,759.50",$35.00,"$12,680.00","$5,581.25",393,520,135,0,655,"1,048"
7900033,Lopez de Legazpi,2021-01-04,"$4,171.50",$162.50,"$4,009.00","$4,626.50",$527.25,$0.00,"$14,410.50",$231.00,"$19,103.00","$5,153.75",422,487,111,0,598,"1,020"
7900034,Clemente Orozco,2021-01-04,"$13,654.50",$544.50,"$13,110.00","$12,340.50","$1,653.00",$0.00,"$36,941.50",$498.00,"$51,584.00","$13,993.50","1,380","1,312",356,0,"1,668","3,048"
7900035,Artes Plasticas,2021-01-04,"$4,299.50",$167.00,"$4,132.50","$3,334.50",$726.75,$0.00,"$8,134.00",$65.00,"$12,498.50","$4,061.25",435,351,153,0,504,939
7900036,Escultura,2021-01-04,"$6,914.00",$292.50,"$6,621.50","$6,336.50","$1,059.25",$0.00,"$30,040.70",$129.00,"$37,263.70","$7,395.75",697,993,292,0,"1,285","1,982"
7900037,Fray  Angelico,2021-01-04,"$27,407.50","$1,016.50","$26,391.00","$19,684.00","$2,560.25",$0.00,"$82,358.50",$642.00,"$111,662.00","$22,244.25","2,778","3,846",791,0,"4,637","7,415"
7900011,Mirador,2021-01-05,"$5,319.00",$227.00,"$5,092.00","$7,514.50","$1,420.25",$0.00,"$14,075.50",$0.00,"$19,494.50","$8,934.75",536,850,319,0,"1,169","1,705"
7900012,Huentitan,2021-01-05,"$7,332.00",$292.50,"$7,039.50","$6,137.00","$1,144.75",$0.00,"$10,486.00",$65.00,"$17,963.00","$7,281.75",741,655,244,0,899,"1,640"
7900013,Zoologico,2021-01-05,"$7,836.00",$302.50,"$7,533.50","$7,847.00","$1,254.00",$0.00,"$13,025.50",$40.00,"$21,061.50","$9,101.00",793,827,264,0,"1,091","1,884"
7900014,Independencia Nte.,2021-01-05,"$18,531.00",$794.50,"$17,736.50","$14,706.00","$2,128.00",$0.00,"$29,488.10",$311.00,"$48,620.10","$16,834.00","1,867","1,665",482,0,"2,147","4,014"
7900015,San Patricio,2021-01-05,"$13,657.00",$499.50,"$13,157.50","$12,027.00","$2,422.50",$0.00,"$25,518.70",$334.00,"$39,529.70","$14,449.50","1,385","1,289",518,0,"1,807","3,192"
7900016,Igualdad,2021-01-05,"$7,512.50",$292.50,"$7,220.00","$5,671.50",$921.50,$0.00,"$8,125.50",$85.00,"$15,783.00","$6,593.00",760,597,194,0,791,"1,551"
7900017,Monumental,2021-01-05,"$8,181.60",$296.60,"$7,885.00","$6,118.00","$1,097.25",$0.00,"$13,803.50",$366.00,"$22,461.10","$7,215.25",830,644,231,0,875,"1,705"
7900018,Monte Olivette,2021-01-05,"$2,380.50",$91.00,"$2,289.50","$1,786.00",$375.25,$0.00,"$4,180.00",$60.00,"$6,720.50","$2,161.25",241,188,79,0,267,508
7900019,Circunvalacion,2021-01-05,"$12,904.50",$488.00,"$12,416.50","$10,687.50","$1,733.75",$0.00,"$19,437.00",$253.00,"$32,894.50","$12,421.25","1,307","1,125",365,0,"1,490","2,797"
7900020,Ciencias de La Salud,2021-01-05,"$6,082.50",$240.00,"$5,842.50","$4,113.50",$755.25,$0.00,"$6,658.00",$40.00,"$12,880.50","$4,868.75",615,433,159,0,592,"1,207"
7900021,Juan Alvarez,2021-01-05,"$9,841.00",$398.00,"$9,443.00","$9,196.00","$1,463.00",$0.00,"$16,338.50",$161.00,"$26,520.50","$10,659.00",994,968,308,0,"1,276","2,270"
7900022,Alameda,2021-01-05,"$9,766.00",$389.50,"$9,376.50","$6,137.00","$1,040.25",$0.00,"$12,637.50",$93.00,"$22,676.50","$7,177.25",987,646,219,0,865,"1,852"
7900023,San Juan de Dios,2021-01-05,"$34,095.50","$1,330.00","$32,765.50","$29,792.00","$4,997.00",$0.00,"$38,148.20",$284.50,"$73,338.20","$34,789.00","3,449","3,758","1,052",0,"4,810","8,259"
7900024,Bicentenario,2021-01-05,"$11,992.00",$449.50,"$11,542.50","$12,772.75","$1,876.25",$0.00,"$18,853.50",$333.00,"$31,338.50","$14,649.00","1,215","1,814",395,0,"2,209","3,424"
7900025,La  Paz,2021-01-05,"$3,583.00",$134.50,"$3,448.50","$2,840.50",$489.25,$0.00,"$4,339.50",$50.00,"$8,072.50","$3,329.75",363,299,103,0,402,765
7900026,Ninos Heroes,2021-01-05,"$25,153.00",$871.00,"$24,282.00","$16,748.50","$2,484.25",$0.00,"$32,827.00",$160.00,"$58,700.00","$19,232.75","2,556","1,763",523,0,"2,286","4,842"
7900027,Agua Azul,2021-01-05,"$5,372.50",$214.00,"$5,158.50","$6,593.00",$698.25,$0.00,"$13,078.50",$131.50,"$18,702.50","$7,291.25",543,694,147,0,841,"1,384"
7900028,Cipres,2021-01-05,"$3,043.50",$117.50,"$2,926.00","$4,664.50",$232.75,$0.00,"$7,885.50",$0.00,"$10,949.00","$4,897.25",308,491,49,0,540,848
7900029,Heroe de Nacozari,2021-01-05,"$4,885.00",$192.00,"$4,693.00","$3,686.00",$589.00,$0.00,"$6,177.50",$30.00,"$11,172.50","$4,275.00",494,388,124,0,512,"1,006"
7900030,Lazaro Cardenas,2021-01-05,"$16,164.00",$584.00,"$15,580.00","$19,541.50","$1,643.50",$0.00,"$36,396.00",$173.00,"$53,173.00","$21,185.00","1,640","2,057",346,0,"2,403","4,043"
7900031,El Dean,2021-01-05,"$2,331.50",$89.50,"$2,242.00","$3,249.00",$351.50,$0.00,"$6,501.50",$20.00,"$8,953.00","$3,600.50",236,342,74,0,416,652
7900032,Zona Industrial,2021-01-05,"$3,798.50",$141.00,"$3,657.50","$5,149.00",$536.75,$0.00,"$3,825.00",$0.00,"$7,623.50","$5,685.75",385,542,113,0,655,"1,040"
7900033,Lopez de Legazpi,2021-01-05,"$5,111.70",$200.20,"$4,911.50","$4,370.00",$446.50,$0.00,"$10,503.00",$35.00,"$15,869.70","$4,816.50",517,461,94,0,555,"1,072"
7900034,Clemente Orozco,2021-01-05,"$12,751.00",$486.50,"$12,264.50","$11,818.00","$1,458.25",$0.00,"$25,301.60",$125.00,"$38,317.60","$13,276.25","1,291","1,269",312,0,"1,581","2,872"
7900035,Artes Plasticas,2021-01-05,"$5,204.00",$197.50,"$5,006.50","$3,591.00",$655.50,$0.00,"$5,120.00",$10.00,"$10,354.00","$4,246.50",527,378,138,0,516,"1,043"
7900036,Escultura,2021-01-05,"$6,021.50",$255.00,"$5,766.50","$5,586.00",$997.50,$0.00,"$22,003.50",$245.00,"$28,350.00","$6,583.50",607,956,272,0,"1,228","1,835"
7900037,Fray  Angelico,2021-01-05,"$24,785.20",$949.70,"$23,835.50","$20,254.00","$2,332.25",$0.00,"$65,008.25",$320.00,"$91,143.45","$22,586.25","2,509","4,049",752,0,"4,801","7,310"
7900011,Mirador,2021-01-06,"$8,031.00",$317.00,"$7,714.00","$7,277.00","$1,387.00",$0.00,"$10,552.50",$51.00,"$18,714.50","$8,664.00",812,818,309,0,"1,127","1,939"
7900012,Huentitan,2021-01-06,"$7,173.50",$286.00,"$6,887.50","$5,871.00","$1,092.50",$0.00,"$9,873.00",$10.00,"$17,096.50","$6,963.50",725,621,235,0,856,"1,581"
7900013,Zoologico,2021-01-06,"$8,084.60",$313.60,"$7,771.00","$7,362.50","$1,192.25",$0.00,"$11,660.50",$215.00,"$20,120.10","$8,554.75",818,775,251,0,"1,026","1,844"
